105/11/18,0,0,---,---,---,---,---,0
105/11/21,0,0,---,---,---,---,---,0
105/11/22,290000,229900,0.79,0.81,0.79,0.81,-0.04,7
105/11/23,240000,206640,0.88,0.90,0.84,0.88,+0.07,17
105/11/24,320000,239870,0.80,0.80,0.73,0.73,-0.15,7
105/11/25,835000,519300,0.67,0.67,0.60,0.62,-0.11,23
105/11/28,1133000,700160,0.59,0.64,0.59,0.61,-0.01,23
105/11/29,488000,297640,0.60,0.66,0.58,0.60,-0.01,16
105/11/30,230000,134000,0.62,0.62,0.57,0.59,-0.01,8
105/12/01,380000,202900,0.56,0.57,0.52,0.53,-0.06,11
105/12/02,472000,238200,0.49,0.58,0.48,0.57,+0.04,14
105/12/05,57000,32170,0.59,0.59,0.55,0.56,-0.01,4
105/12/06,462000,281940,0.58,0.63,0.58,0.61,+0.05,13
105/12/07,727000,461750,0.59,0.69,0.57,0.69,+0.08,29
105/12/08,1252000,806310,0.66,0.66,0.61,0.61,-0.08,19
105/12/09,562000,370660,0.70,0.70,0.63,0.63,+0.02,12
105/12/12,238000,139410,0.62,0.62,0.54,0.58,-0.05,5
105/12/13,5000,2950,0.59,0.59,0.59,0.59,+0.01,1
105/12/14,70000,38200,0.55,0.55,0.54,0.54,-0.05,4
105/12/15,165000,78700,0.49,0.49,0.47,0.48,-0.06,10
105/12/16,25000,10750,0.43,0.43,0.43,0.43,-0.05,1
105/12/19,246000,110150,0.43,0.48,0.43,0.48,+0.05,9
105/12/20,253000,124030,0.49,0.51,0.48,0.50,+0.02,12
105/12/21,68000,33320,0.49,0.49,0.49,0.49,-0.01,3
