105/08/24,71000,58420,0.87,0.87,0.70,0.70,-0.17,4
105/08/25,525000,420100,0.70,0.99,0.70,0.99,+0.29,16
105/08/26,504000,378660,0.79,0.79,0.71,0.73,-0.26,26
105/08/29,609000,329340,0.60,0.60,0.50,0.50,-0.23,26
105/08/30,600000,301830,0.57,0.58,0.46,0.52,+0.02,23
105/08/31,408000,87840,0.27,0.27,0.18,0.26,-0.26,25
105/09/01,291000,48370,0.16,0.22,0.14,0.22,-0.04,13
105/09/02,1171000,181830,0.18,0.18,0.14,0.15,-0.07,46
105/09/05,730000,113520,0.15,0.17,0.14,0.16,+0.01,29
105/09/06,1030000,139180,0.14,0.17,0.13,0.15,-0.01,94
105/09/07,1140000,171570,0.13,0.17,0.13,0.15,0.00,67
105/09/08,2986000,815870,0.16,0.44,0.12,0.40,+0.25,201
105/09/09,2193000,686850,0.30,0.40,0.20,0.30,-0.10,167
105/09/10,612000,137740,0.37,0.37,0.18,0.22,-0.08,55
105/09/12,617000,129670,0.22,0.26,0.18,0.19,-0.03,33
105/09/13,459000,93180,0.24,0.24,0.19,0.19,0.00,32
105/09/14,453000,80470,0.17,0.22,0.17,0.18,-0.01,31
105/09/19,568000,114590,0.15,0.23,0.15,0.22,+0.04,28
105/09/20,299000,60170,0.18,0.22,0.18,0.19,-0.03,18
105/09/21,101000,19860,0.18,0.22,0.18,0.18,-0.01,7
105/09/22,665000,108390,0.18,0.19,0.15,0.15,-0.03,69
105/09/23,282000,50180,0.14,0.19,0.14,0.16,+0.01,12
105/09/26,210000,28110,0.13,0.18,0.13,0.13,-0.03,11
105/09/29,273000,36560,0.18,0.18,0.12,0.12,-0.01,16
105/09/30,623000,68160,0.10,0.14,0.09,0.12,0.00,23
105/10/03,1883000,99440,0.08,0.08,0.04,0.06,-0.06,37
105/10/04,678000,31110,0.05,0.06,0.03,0.06,0.00,19
105/10/05,1294000,131690,0.06,0.13,0.06,0.13,+0.07,32
105/10/06,5000,180,0.02,0.04,0.02,0.04,-0.09,2
105/10/07,100000,4000,0.04,0.04,0.04,0.04,0.00,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,570000,5700,0.01,0.01,0.01,0.01,-0.02,7
105/10/17,218000,6540,0.03,0.03,0.03,0.03,+0.02,2
105/10/18,322000,19320,0.06,0.06,0.06,0.06,+0.03,3
105/10/19,306000,27940,0.11,0.11,0.09,0.09,+0.03,6
105/10/20,1000,150,0.15,0.15,0.15,0.15,+0.06,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,550000,33000,0.06,0.06,0.06,0.06,-0.09,6
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,10000,200,0.02,0.02,0.02,0.02,-0.04,1
105/10/28,0,0,---,---,---,---,---,0
105/10/31,96000,1940,0.02,0.04,0.02,0.04,+0.02,4
105/11/01,70000,3500,0.05,0.05,0.05,0.05,+0.01,2
105/11/02,0,0,---,---,---,---,---,0
105/11/03,51000,550,0.01,0.05,0.01,0.05,0.00,2
105/11/04,451000,4510,0.01,0.01,0.01,0.01,-0.04,6
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,480000,4800,0.01,0.01,0.01,0.01,0.00,1
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,10000,100,0.01,0.01,0.01,0.01,0.00,1
