105/08/24,198000,77220,0.38,0.40,0.38,0.40,+0.08,2
105/08/25,399000,143630,0.35,0.36,0.35,0.36,-0.04,3
105/08/26,199000,69650,0.35,0.35,0.35,0.35,-0.01,1
105/08/29,120000,40800,0.34,0.34,0.34,0.34,-0.01,1
105/08/30,143000,46000,0.34,0.34,0.32,0.32,-0.02,3
105/08/31,30000,8900,0.29,0.30,0.29,0.30,-0.02,2
105/09/01,26000,7940,0.31,0.31,0.29,0.29,-0.01,2
105/09/02,202000,42520,0.25,0.25,0.19,0.19,-0.10,8
105/09/05,100000,20500,0.20,0.21,0.20,0.21,+0.02,2
105/09/06,30000,5800,0.20,0.20,0.19,0.19,-0.02,3
105/09/07,153000,23810,0.14,0.19,0.13,0.19,0.00,7
105/09/08,207000,46140,0.22,0.23,0.22,0.22,+0.03,5
105/09/09,318000,67200,0.21,0.22,0.20,0.20,-0.02,9
105/09/10,204000,32640,0.16,0.16,0.16,0.16,-0.04,5
105/09/12,510000,88600,0.17,0.18,0.17,0.18,+0.02,7
105/09/13,1182000,168680,0.17,0.17,0.13,0.14,-0.04,13
105/09/14,195000,29900,0.16,0.16,0.14,0.14,0.00,3
105/09/19,130000,18900,0.15,0.15,0.13,0.13,-0.01,3
105/09/20,120000,13200,0.11,0.11,0.11,0.11,-0.02,3
105/09/21,0,0,---,---,---,---,---,0
105/09/22,196000,24020,0.12,0.13,0.12,0.13,+0.02,3
105/09/23,198000,23760,0.12,0.12,0.12,0.12,-0.01,2
105/09/26,10000,1100,0.11,0.11,0.11,0.11,-0.01,1
105/09/29,180000,18000,0.10,0.10,0.10,0.10,-0.01,2
105/09/30,150000,13500,0.09,0.09,0.09,0.09,-0.01,2
105/10/03,1000,100,0.10,0.10,0.10,0.10,+0.01,1
105/10/04,102000,17320,0.17,0.17,0.16,0.16,+0.06,2
105/10/05,1000,130,0.13,0.13,0.13,0.13,-0.03,1
105/10/06,212000,36420,0.14,0.18,0.14,0.16,+0.03,6
105/10/07,0,0,---,---,---,---,---,0
105/10/11,52000,6290,0.12,0.15,0.12,0.14,-0.01,3
105/10/12,2000,280,0.13,0.15,0.13,0.15,+0.01,2
105/10/13,231000,46090,0.19,0.20,0.19,0.20,+0.05,4
105/10/14,330000,56100,0.17,0.17,0.17,0.17,-0.03,4
105/10/17,398000,71640,0.18,0.18,0.18,0.18,+0.01,1
105/10/18,12000,2040,0.17,0.17,0.17,0.17,-0.01,1
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,33000,4220,0.14,0.14,0.12,0.12,-0.03,3
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,40000,4400,0.11,0.11,0.11,0.11,0.00,1
105/10/27,0,0,---,---,---,---,---,0
