105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,533000,524640,1.02,1.02,0.97,0.98,+0.04,9
105/10/07,1498000,1580580,0.96,1.16,0.94,1.14,+0.16,48
105/10/11,999000,939410,1.12,1.12,0.80,0.85,-0.29,49
105/10/12,327000,252470,0.78,0.84,0.72,0.80,-0.05,18
105/10/13,277000,227390,0.84,0.84,0.80,0.81,+0.01,19
105/10/14,451000,334590,0.80,0.80,0.63,0.63,-0.18,18
105/10/17,332000,209610,0.64,0.66,0.60,0.63,0.00,7
105/10/18,402000,252180,0.65,0.65,0.58,0.60,-0.03,13
105/10/19,140000,87900,0.63,0.64,0.61,0.61,+0.01,6
105/10/20,30000,18900,0.64,0.64,0.61,0.61,0.00,2
105/10/21,51000,30010,0.59,0.60,0.57,0.58,-0.03,6
105/10/24,1532000,946080,0.60,0.64,0.60,0.62,+0.04,16
105/10/25,1553000,994120,0.66,0.66,0.61,0.61,-0.01,21
105/10/26,242000,147100,0.63,0.63,0.60,0.60,-0.01,8
105/10/27,235000,140800,0.60,0.61,0.59,0.59,-0.01,5
105/10/28,186000,108920,0.59,0.59,0.56,0.57,-0.02,7
105/10/31,322000,144620,0.51,0.51,0.42,0.43,-0.14,13
105/11/01,508000,197420,0.41,0.41,0.38,0.38,-0.05,7
105/11/02,477000,185210,0.39,0.41,0.36,0.36,-0.02,13
105/11/03,145000,49510,0.33,0.36,0.33,0.34,-0.02,8
105/11/04,110000,39000,0.34,0.37,0.34,0.35,+0.01,3
105/11/07,382000,100500,0.32,0.32,0.24,0.25,-0.10,11
105/11/08,57000,12500,0.22,0.23,0.21,0.23,-0.02,6
105/11/09,417000,96170,0.24,0.27,0.21,0.21,-0.02,14
105/11/10,183000,43990,0.24,0.25,0.23,0.24,+0.03,9
105/11/11,290000,64400,0.22,0.24,0.22,0.22,-0.02,8
105/11/14,40000,7800,0.19,0.21,0.19,0.21,-0.01,2
105/11/15,18000,3800,0.22,0.22,0.20,0.20,-0.01,2
105/11/16,20000,4000,0.20,0.20,0.20,0.20,0.00,2
105/11/17,175000,27750,0.18,0.18,0.15,0.15,-0.05,8
105/11/18,143000,22880,0.16,0.16,0.16,0.16,+0.01,2
105/11/21,311000,50090,0.19,0.19,0.16,0.16,0.00,3
105/11/22,144000,27760,0.16,0.22,0.16,0.22,+0.06,10
105/11/23,519000,115080,0.20,0.24,0.20,0.22,0.00,13
105/11/24,39000,8150,0.20,0.21,0.20,0.21,-0.01,5
105/11/25,41000,7610,0.20,0.21,0.18,0.21,0.00,4
105/11/28,315000,74250,0.24,0.24,0.23,0.23,+0.02,3
105/11/29,80000,18700,0.24,0.24,0.21,0.21,-0.02,6
105/11/30,15000,3250,0.23,0.23,0.21,0.21,0.00,2
105/12/01,35000,7450,0.22,0.22,0.21,0.21,0.00,4
105/12/02,70000,13600,0.20,0.20,0.18,0.18,-0.03,5
105/12/05,15000,2550,0.17,0.17,0.17,0.17,-0.01,1
105/12/06,10000,1700,0.17,0.17,0.17,0.17,0.00,1
105/12/07,53000,13200,0.20,0.27,0.20,0.27,+0.10,4
105/12/08,207000,57630,0.27,0.29,0.27,0.27,0.00,13
105/12/09,123000,33510,0.28,0.28,0.26,0.26,-0.01,8
105/12/12,275000,54550,0.22,0.22,0.18,0.18,-0.08,5
105/12/13,161000,29600,0.20,0.20,0.18,0.20,+0.02,6
105/12/14,70000,14300,0.21,0.22,0.19,0.19,-0.01,4
105/12/15,50000,10100,0.21,0.21,0.20,0.20,+0.01,4
