105/10/14,0,0,---,---,---,---,---,0
105/10/17,462000,767590,1.56,1.67,1.56,1.64,+0.07,14
105/10/18,532000,854500,1.64,1.64,1.59,1.63,-0.01,10
105/10/19,965000,1545010,1.62,1.64,1.54,1.55,-0.08,13
105/10/20,389000,621660,1.59,1.62,1.55,1.55,0.00,11
105/10/21,5000,7600,1.52,1.52,1.52,1.52,-0.03,1
105/10/24,207000,288930,1.40,1.43,1.38,1.43,-0.09,4
105/10/25,25000,35250,1.41,1.41,1.41,1.41,-0.02,2
105/10/26,20000,28920,1.45,1.47,1.44,1.44,+0.03,4
105/10/27,61000,87680,1.47,1.47,1.40,1.40,-0.04,5
105/10/28,8000,10560,1.32,1.32,1.32,1.32,-0.08,1
105/10/31,11000,13860,1.26,1.26,1.26,1.26,-0.06,1
105/11/01,37000,46620,1.26,1.26,1.26,1.26,0.00,1
105/11/02,0,0,---,---,---,---,---,0
