105/10/06,10000,7600,0.76,0.76,0.76,0.76,-0.05,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,60000,36600,0.61,0.61,0.61,0.61,-0.06,2
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,320000,169100,0.59,0.59,0.52,0.52,-0.09,5
105/10/17,22000,10070,0.47,0.47,0.45,0.45,-0.07,5
105/10/18,0,0,---,---,---,---,---,0
105/10/19,407000,221540,0.55,0.55,0.52,0.52,+0.07,3
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,206000,97180,0.53,0.53,0.47,0.47,-0.06,3
105/10/25,206000,100940,0.49,0.49,0.49,0.49,+0.02,2
105/10/26,30000,16500,0.55,0.55,0.55,0.55,+0.06,1
105/10/27,230000,129600,0.57,0.57,0.52,0.52,-0.03,3
105/10/28,194000,100680,0.52,0.52,0.51,0.51,-0.01,2
105/10/31,86000,46180,0.54,0.54,0.53,0.53,+0.02,2
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
