105/08/24,0,0,---,---,---,---,---,0
105/08/25,289000,208080,0.72,0.72,0.72,0.72,+0.01,6
105/08/26,490000,348080,0.71,0.73,0.70,0.73,+0.01,7
105/08/29,400000,293830,0.72,0.75,0.72,0.75,+0.02,5
105/08/30,200000,149840,0.74,0.76,0.72,0.76,+0.01,11
105/08/31,219000,151490,0.69,0.71,0.69,0.71,-0.05,3
105/09/01,339000,239690,0.70,0.71,0.70,0.71,0.00,8
105/09/02,22000,13860,0.63,0.63,0.63,0.63,-0.08,2
105/09/05,430000,288870,0.67,0.68,0.66,0.68,+0.05,7
105/09/06,545000,380050,0.70,0.70,0.69,0.70,+0.02,4
105/09/07,454000,293350,0.66,0.66,0.64,0.65,-0.05,23
105/09/08,200000,128000,0.64,0.64,0.64,0.64,-0.01,1
105/09/09,400000,260000,0.64,0.66,0.64,0.66,+0.02,3
105/09/10,238000,139020,0.58,0.61,0.58,0.61,-0.05,4
105/09/12,40000,24120,0.60,0.66,0.60,0.66,+0.05,2
105/09/13,60000,34720,0.57,0.58,0.57,0.58,-0.08,2
105/09/14,69000,37770,0.55,0.56,0.51,0.51,-0.07,4
105/09/19,158000,75740,0.48,0.48,0.46,0.46,-0.05,4
105/09/20,457000,176750,0.39,0.39,0.38,0.38,-0.08,3
105/09/21,625000,265260,0.40,0.45,0.40,0.45,+0.07,7
105/09/22,641000,269120,0.41,0.47,0.39,0.47,+0.02,11
105/09/23,310000,133740,0.46,0.46,0.41,0.43,-0.04,21
105/09/26,322000,132120,0.40,0.42,0.40,0.42,-0.01,5
105/09/29,326000,133960,0.42,0.42,0.41,0.42,0.00,11
105/09/30,8000,2880,0.36,0.36,0.36,0.36,-0.06,1
105/10/03,15000,6550,0.43,0.44,0.43,0.44,+0.08,2
105/10/04,231000,101230,0.40,0.47,0.40,0.47,+0.03,5
105/10/05,217000,98330,0.45,0.47,0.45,0.45,-0.02,7
105/10/06,1000000,507740,0.48,0.55,0.47,0.55,+0.10,20
105/10/07,1036000,515280,0.51,0.54,0.47,0.50,-0.05,32
105/10/11,1205000,486200,0.41,0.43,0.38,0.43,-0.07,7
105/10/12,630000,257420,0.41,0.43,0.40,0.43,0.00,6
105/10/13,34000,14790,0.43,0.44,0.43,0.44,+0.01,4
105/10/14,410000,140500,0.34,0.35,0.34,0.35,-0.09,3
105/10/17,305000,109900,0.36,0.38,0.36,0.38,+0.03,2
105/10/18,10000,3400,0.34,0.34,0.34,0.34,-0.04,1
105/10/19,264000,101290,0.36,0.41,0.36,0.40,+0.06,7
105/10/20,289000,118250,0.40,0.43,0.37,0.41,+0.01,11
105/10/21,6000,2280,0.38,0.38,0.38,0.38,-0.03,1
105/10/24,0,0,---,---,---,---,---,0
105/10/25,24000,8380,0.34,0.35,0.34,0.35,0.00,4
105/10/26,396000,136420,0.33,0.37,0.33,0.36,+0.01,9
105/10/27,410000,147270,0.36,0.37,0.34,0.34,-0.02,11
