105/08/24,223000,169340,0.78,0.78,0.73,0.73,-0.05,3
105/08/25,0,0,---,---,---,---,---,0
105/08/26,62000,44640,0.72,0.72,0.72,0.72,+0.01,1
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,10000,6600,0.66,0.66,0.66,0.66,-0.02,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,142000,99120,0.69,0.70,0.69,0.70,+0.06,2
105/09/09,114000,72760,0.62,0.64,0.62,0.64,-0.06,2
105/09/10,12000,7440,0.62,0.62,0.62,0.62,-0.02,1
105/09/12,31000,17720,0.59,0.59,0.56,0.56,-0.06,2
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,9000,4680,0.52,0.52,0.52,0.52,+0.02,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,125000,72500,0.58,0.58,0.58,0.58,+0.07,1
105/09/26,250000,142500,0.54,0.60,0.54,0.60,+0.02,5
105/09/29,125000,72500,0.58,0.58,0.58,0.58,-0.02,1
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,125000,71250,0.57,0.57,0.57,0.57,+0.01,1
105/10/05,125000,70750,0.56,0.57,0.56,0.57,0.00,2
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,150000,70500,0.47,0.47,0.47,0.47,-0.02,1
105/10/13,150000,63000,0.42,0.42,0.42,0.42,-0.05,3
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,150000,67500,0.45,0.45,0.45,0.45,+0.05,2
105/10/20,150000,63000,0.42,0.42,0.42,0.42,-0.03,4
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,250000,95000,0.38,0.38,0.38,0.38,+0.03,2
105/11/01,250000,85000,0.34,0.34,0.34,0.34,-0.04,4
105/11/02,10000,3100,0.31,0.31,0.31,0.31,-0.03,1
105/11/03,10000,3300,0.33,0.33,0.33,0.33,+0.02,1
105/11/04,0,0,---,---,---,---,---,0
