105/08/24,70000,16800,0.24,0.24,0.24,0.24,-0.04,1
105/08/25,60000,16200,0.27,0.27,0.27,0.27,+0.03,1
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,70000,15400,0.22,0.22,0.22,0.22,+0.01,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,60000,7800,0.13,0.13,0.13,0.13,0.00,4
105/09/08,50000,6500,0.13,0.13,0.13,0.13,0.00,2
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,50000,3500,0.07,0.07,0.07,0.07,-0.01,1
105/09/13,20000,1000,0.05,0.05,0.05,0.05,-0.02,2
105/09/14,120000,3600,0.03,0.03,0.03,0.03,-0.02,1
