105/08/24,120000,49300,0.41,0.42,0.41,0.41,+0.01,3
105/08/25,153000,59730,0.39,0.41,0.39,0.41,0.00,5
105/08/26,178000,90900,0.51,0.52,0.49,0.49,+0.08,9
105/08/29,550000,302590,0.52,0.58,0.51,0.56,+0.07,18
105/08/30,585000,318220,0.57,0.58,0.53,0.58,+0.02,18
105/08/31,332000,182320,0.58,0.58,0.53,0.55,-0.03,6
105/09/01,140000,76100,0.54,0.56,0.53,0.54,-0.01,5
105/09/02,374000,178430,0.48,0.48,0.46,0.46,-0.08,10
105/09/05,30000,14140,0.48,0.48,0.47,0.47,+0.01,9
105/09/06,35000,18100,0.52,0.52,0.51,0.51,+0.04,4
105/09/07,72000,35020,0.51,0.51,0.47,0.47,-0.04,4
105/09/08,415000,203400,0.49,0.50,0.49,0.49,+0.02,7
105/09/09,0,0,---,---,---,---,---,0
105/09/10,347000,151770,0.42,0.44,0.41,0.41,-0.07,9
105/09/12,269000,105530,0.40,0.40,0.37,0.37,-0.04,10
105/09/13,400000,160000,0.40,0.40,0.40,0.40,+0.03,4
105/09/14,400000,144000,0.36,0.36,0.36,0.36,-0.04,2
105/09/19,452000,162680,0.36,0.36,0.34,0.36,0.00,6
105/09/20,509000,184690,0.36,0.40,0.36,0.37,+0.01,11
105/09/21,163000,59980,0.37,0.37,0.36,0.36,-0.01,5
105/09/22,47000,17440,0.38,0.38,0.36,0.37,+0.01,5
105/09/23,0,0,---,---,---,---,---,0
105/09/26,10000,3400,0.34,0.34,0.34,0.34,-0.02,1
105/09/29,400000,136000,0.34,0.34,0.34,0.34,0.00,4
105/09/30,10000,3400,0.34,0.34,0.34,0.34,0.00,1
105/10/03,403000,141050,0.35,0.35,0.35,0.35,+0.01,9
105/10/04,570000,194900,0.37,0.37,0.33,0.33,-0.02,3
105/10/05,1494000,393560,0.35,0.35,0.24,0.24,-0.09,29
105/10/06,719000,172460,0.23,0.25,0.23,0.24,0.00,10
105/10/07,1285000,244950,0.20,0.20,0.18,0.19,-0.05,15
105/10/11,854000,143810,0.15,0.18,0.14,0.14,-0.05,13
105/10/12,1441000,195170,0.13,0.17,0.13,0.15,+0.01,15
105/10/13,170000,25300,0.14,0.15,0.14,0.15,0.00,3
105/10/14,460000,63900,0.14,0.14,0.13,0.13,-0.02,7
105/10/17,300000,45000,0.15,0.15,0.15,0.15,+0.02,3
105/10/18,0,0,---,---,---,---,---,0
105/10/19,139000,18070,0.13,0.13,0.13,0.13,0.00,3
105/10/20,650000,73600,0.13,0.14,0.11,0.11,-0.02,7
105/10/21,20000,2200,0.11,0.11,0.11,0.11,0.00,2
105/10/24,46000,5060,0.11,0.11,0.11,0.11,0.00,1
105/10/25,80000,9600,0.12,0.12,0.12,0.12,+0.01,4
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,30000,4000,0.13,0.14,0.13,0.14,+0.02,3
105/11/02,50000,5000,0.10,0.10,0.10,0.10,-0.04,3
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,5000,550,0.11,0.11,0.11,0.11,+0.01,1
105/11/08,300000,30000,0.10,0.10,0.10,0.10,-0.01,2
105/11/09,130000,7100,0.07,0.07,0.05,0.05,-0.05,6
105/11/10,130000,12700,0.08,0.12,0.08,0.12,+0.07,5
105/11/11,125000,28090,0.20,0.25,0.19,0.24,+0.12,15
105/11/14,220000,27900,0.14,0.14,0.10,0.13,-0.11,13
105/11/15,125000,16040,0.10,0.14,0.10,0.14,+0.01,9
105/11/16,110000,11380,0.14,0.14,0.10,0.10,-0.04,5
105/11/17,15000,1650,0.13,0.13,0.10,0.10,0.00,2
105/11/18,120000,14400,0.12,0.12,0.12,0.12,+0.02,6
105/11/21,264000,36660,0.13,0.14,0.13,0.14,+0.02,8
105/11/22,130000,16600,0.14,0.14,0.12,0.12,-0.02,7
