105/08/24,30000,9900,0.33,0.33,0.33,0.33,+0.03,1
105/08/25,100000,28000,0.28,0.28,0.28,0.28,-0.05,1
105/08/26,149000,40720,0.26,0.28,0.26,0.28,0.00,2
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,268000,80400,0.32,0.32,0.28,0.28,+0.02,4
105/09/01,99000,25740,0.26,0.26,0.26,0.26,-0.02,1
105/09/02,140000,32900,0.24,0.24,0.23,0.23,-0.03,4
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,70000,11200,0.16,0.16,0.16,0.16,-0.03,2
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
