105/08/24,290000,167500,0.57,0.59,0.55,0.59,+0.02,6
105/08/25,128000,77040,0.59,0.63,0.59,0.63,+0.04,4
105/08/26,49000,28230,0.58,0.58,0.57,0.57,-0.06,3
105/08/29,151000,85140,0.59,0.59,0.54,0.54,-0.03,5
105/08/30,120000,69000,0.57,0.58,0.57,0.58,+0.04,2
105/08/31,181000,100760,0.54,0.56,0.54,0.56,-0.02,3
105/09/01,641000,351460,0.52,0.57,0.52,0.54,-0.02,14
105/09/02,511000,251520,0.50,0.50,0.46,0.46,-0.08,14
105/09/05,150000,70500,0.47,0.47,0.47,0.47,+0.01,1
105/09/06,171000,78150,0.45,0.46,0.45,0.46,-0.01,5
105/09/07,42000,19740,0.47,0.47,0.47,0.47,+0.01,1
105/09/08,192000,94500,0.49,0.50,0.49,0.50,+0.03,2
105/09/09,150000,76500,0.51,0.51,0.51,0.51,+0.01,1
105/09/10,30000,14400,0.48,0.48,0.48,0.48,-0.03,1
105/09/12,41000,20720,0.50,0.52,0.50,0.52,+0.04,2
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,10000,4600,0.46,0.46,0.46,0.46,-0.03,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,23000,9660,0.42,0.42,0.42,0.42,+0.02,1
105/09/22,44000,19550,0.43,0.46,0.43,0.46,+0.04,2
105/09/23,21000,10080,0.48,0.48,0.48,0.48,+0.02,1
105/09/26,150000,69000,0.46,0.46,0.46,0.46,-0.02,3
105/09/29,300000,159670,0.51,0.56,0.50,0.56,+0.10,4
105/09/30,150000,78000,0.52,0.52,0.52,0.52,-0.04,1
105/10/03,0,0,---,---,---,---,---,0
105/10/04,944000,546180,0.54,0.62,0.54,0.61,+0.09,24
105/10/05,920000,560960,0.62,0.62,0.59,0.60,-0.01,14
105/10/06,595000,385200,0.64,0.66,0.63,0.65,+0.05,21
105/10/07,351000,212970,0.62,0.62,0.59,0.61,-0.04,21
105/10/11,9000,5220,0.58,0.58,0.58,0.58,-0.03,1
105/10/12,20000,10800,0.54,0.54,0.54,0.54,-0.04,1
105/10/13,255000,154520,0.62,0.62,0.57,0.57,+0.03,5
105/10/14,32000,16030,0.56,0.56,0.47,0.47,-0.10,3
105/10/17,172000,85980,0.48,0.50,0.48,0.50,+0.03,3
105/10/18,160000,78250,0.47,0.49,0.47,0.49,-0.01,4
105/10/19,21000,9030,0.43,0.43,0.43,0.43,-0.06,2
105/10/20,11000,4400,0.40,0.40,0.40,0.40,-0.03,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,10000,2000,0.20,0.20,0.20,0.20,0.00,1
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
