105/11/09,0,0,---,---,---,---,---,0
105/11/10,235000,252020,1.02,1.14,1.02,1.13,+0.31,9
105/11/11,389000,476940,1.25,1.25,1.18,1.19,+0.06,12
105/11/14,184000,215310,1.22,1.22,1.09,1.10,-0.09,11
105/11/15,18000,18770,1.04,1.05,1.04,1.04,-0.06,3
105/11/16,15000,16350,1.09,1.09,1.09,1.09,+0.05,2
105/11/17,50000,47640,0.98,0.98,0.94,0.95,-0.14,6
105/11/18,78000,75440,0.98,1.00,0.95,0.95,0.00,7
105/11/21,104000,100880,0.97,0.97,0.97,0.97,+0.02,4
105/11/22,330000,331200,0.98,1.01,0.98,1.01,+0.04,5
105/11/23,280000,273400,0.98,0.98,0.97,0.97,-0.04,4
105/11/24,10000,9500,0.95,0.95,0.95,0.95,-0.02,1
105/11/25,23000,21750,0.94,0.95,0.94,0.95,0.00,2
105/11/28,0,0,---,---,---,---,---,0
105/11/29,62000,57780,0.90,0.94,0.90,0.93,+0.01,4
105/11/30,10000,9500,0.95,0.95,0.95,0.95,+0.02,1
105/12/01,10000,9000,0.90,0.90,0.90,0.90,-0.05,1
105/12/02,10000,9000,0.90,0.90,0.90,0.90,0.00,1
105/12/05,0,0,---,---,---,---,---,0
105/12/06,13000,11700,0.90,0.90,0.90,0.90,0.00,1
105/12/07,78000,73430,0.91,1.01,0.91,0.95,+0.05,6
105/12/08,50000,48510,0.97,1.00,0.96,0.96,+0.01,5
105/12/09,561000,575890,1.00,1.08,1.00,1.05,+0.09,19
105/12/12,790000,859220,1.05,1.14,1.05,1.08,+0.03,21
105/12/13,312000,319060,1.02,1.03,0.99,1.01,-0.07,16
105/12/14,366000,376880,1.02,1.03,1.02,1.03,+0.02,7
105/12/15,433000,422750,1.00,1.00,0.95,0.98,-0.05,13
105/12/16,0,0,---,---,---,---,---,0
105/12/19,82000,75360,0.91,0.93,0.91,0.92,-0.06,6
105/12/20,285000,258500,0.92,0.92,0.90,0.90,-0.02,21
105/12/21,383000,367910,0.92,1.00,0.90,0.95,+0.05,20
105/12/22,452000,443710,0.94,1.01,0.94,0.94,-0.01,13
105/12/23,307000,284600,0.92,0.93,0.92,0.92,-0.02,12
105/12/26,105000,97150,0.93,0.94,0.91,0.91,-0.01,5
105/12/27,40000,37200,0.94,0.94,0.91,0.91,0.00,4
105/12/28,60000,58200,0.97,0.97,0.97,0.97,+0.06,3
105/12/29,42000,38940,0.90,0.94,0.90,0.93,-0.04,5
105/12/30,46000,44020,0.95,0.97,0.95,0.97,+0.04,3
