105/11/01,0,0,---,---,---,---,---,0
105/11/02,300000,216600,0.74,0.74,0.67,0.67,-0.07,5
105/11/03,500000,317500,0.63,0.65,0.61,0.61,-0.06,7
105/11/04,803000,539700,0.63,0.74,0.63,0.73,+0.12,10
105/11/07,862000,658790,0.77,0.79,0.69,0.70,-0.03,11
105/11/08,179000,117640,0.66,0.66,0.65,0.65,-0.05,2
105/11/09,0,0,---,---,---,---,---,0
105/11/10,403000,209060,0.51,0.53,0.51,0.52,+0.09,5
105/11/11,150000,69000,0.46,0.46,0.46,0.46,-0.06,1
105/11/14,47000,17390,0.37,0.37,0.37,0.37,-0.09,1
105/11/15,20000,7400,0.37,0.37,0.37,0.37,0.00,1
105/11/16,200000,76000,0.39,0.39,0.37,0.37,0.00,2
105/11/17,250000,79700,0.33,0.33,0.31,0.31,-0.06,5
105/11/18,100000,33000,0.33,0.33,0.33,0.33,+0.02,2
105/11/21,460000,149700,0.31,0.34,0.30,0.33,0.00,8
105/11/22,200000,78200,0.35,0.44,0.35,0.43,+0.10,11
105/11/23,10000,4300,0.43,0.43,0.43,0.43,0.00,1
105/11/24,155000,63400,0.41,0.41,0.38,0.38,-0.05,2
105/11/25,400000,161500,0.39,0.42,0.39,0.40,+0.02,3
105/11/28,220000,102100,0.46,0.50,0.45,0.50,+0.10,4
105/11/29,37000,16280,0.44,0.44,0.44,0.44,-0.06,2
