105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,368000,811720,2.01,2.40,2.01,2.23,+0.21,10
105/10/21,935000,2221650,2.37,2.59,2.27,2.58,+0.35,30
105/10/24,756000,1894990,2.55,2.57,2.27,2.28,-0.30,28
105/10/25,9000,20930,2.35,2.35,2.24,2.24,-0.04,2
105/10/26,448000,960080,2.20,2.23,2.13,2.13,-0.11,9
105/10/27,444000,954320,2.16,2.16,2.01,2.01,-0.12,10
105/10/28,339000,690070,1.45,2.11,1.45,2.03,+0.02,7
105/10/31,964000,1984790,2.00,2.13,1.99,2.10,+0.07,13
105/11/01,784000,1630570,2.05,2.17,2.05,2.10,0.00,10
105/11/02,653000,1287130,2.06,2.06,1.86,1.86,-0.24,8
105/11/03,8000,13480,1.65,1.72,1.65,1.72,-0.14,2
105/11/04,38000,68640,1.82,1.82,1.76,1.76,+0.04,3
105/11/07,583000,1250470,1.99,2.19,1.99,2.14,+0.38,20
105/11/08,543000,1123900,2.13,2.13,2.00,2.00,-0.14,8
105/11/09,0,0,---,---,---,---,---,0
105/11/10,1000,1790,1.79,1.79,1.79,1.79,+0.19,1
105/11/11,212000,403640,1.83,1.97,1.83,1.89,+0.10,10
105/11/14,104000,201520,1.94,1.94,1.88,1.88,-0.01,2
105/11/15,0,0,---,---,---,---,---,0
105/11/16,39000,85540,2.15,2.24,2.14,2.14,+0.29,5
105/11/17,877000,1887520,2.10,2.18,2.06,2.18,+0.04,19
105/11/18,1108000,2510290,2.30,2.38,2.15,2.16,-0.02,25
105/11/21,540000,1101700,2.10,2.10,1.96,1.99,-0.17,8
105/11/22,462000,985830,2.10,2.19,2.10,2.11,+0.12,13
105/11/23,600000,1248480,2.11,2.11,2.03,2.09,-0.02,11
105/11/24,540000,1204910,2.15,2.29,2.01,2.01,-0.08,22
105/11/25,283000,567810,2.00,2.04,1.97,2.02,+0.01,21
105/11/28,23000,45840,2.01,2.01,1.98,1.98,-0.04,2
105/11/29,65000,130990,1.95,2.09,1.95,2.03,+0.05,5
105/11/30,685000,1426580,2.12,2.14,2.04,2.14,+0.11,10
105/12/01,1308000,2826790,2.19,2.26,2.09,2.11,-0.03,28
105/12/02,1796000,4104050,2.15,2.54,2.12,2.51,+0.40,52
105/12/05,1527000,3934090,2.49,2.77,2.45,2.57,+0.06,72
105/12/06,1408000,3635890,2.62,2.67,2.47,2.63,+0.06,33
105/12/07,1151000,3002120,2.62,2.72,2.53,2.54,-0.09,38
105/12/08,483000,1193510,2.59,2.59,2.18,2.18,-0.36,24
105/12/09,476000,1073710,2.17,2.34,2.17,2.28,+0.10,14
105/12/12,372000,767740,2.12,2.18,1.93,1.94,-0.34,14
105/12/13,407000,787790,2.02,2.04,1.87,1.89,-0.05,17
105/12/14,339000,636280,1.92,1.92,1.86,1.86,-0.03,8
105/12/15,349000,647340,1.91,1.91,1.80,1.82,-0.04,11
105/12/16,250000,456290,1.82,1.85,1.80,1.80,-0.02,7
105/12/19,571000,1046290,1.86,1.87,1.78,1.78,-0.02,11
105/12/20,538000,970720,1.80,1.85,1.76,1.80,+0.02,12
105/12/21,837000,1378370,1.79,1.80,1.47,1.48,-0.32,26
105/12/22,284000,417520,1.42,1.48,1.42,1.46,-0.02,11
