105/10/17,0,0,---,---,---,---,---,0
105/10/18,492000,444740,0.89,0.91,0.89,0.90,0.00,6
105/10/19,798000,786440,0.97,1.04,0.97,0.98,+0.08,27
105/10/20,267000,266620,1.00,1.01,0.99,0.99,+0.01,11
105/10/21,967000,1000680,1.00,1.07,1.00,1.06,+0.07,24
105/10/24,167000,178210,1.07,1.09,1.05,1.05,-0.01,9
105/10/25,220000,230050,1.06,1.06,1.02,1.04,-0.01,11
105/10/26,798000,927920,1.04,1.26,1.04,1.20,+0.16,35
105/10/27,1296000,1556840,1.22,1.23,1.14,1.20,0.00,36
105/10/28,370000,397580,1.18,1.18,1.01,1.03,-0.17,18
105/10/31,138000,140940,0.99,1.05,0.99,1.03,0.00,6
105/11/01,120000,119500,1.03,1.03,0.96,0.96,-0.07,8
105/11/02,76000,65390,0.89,0.89,0.84,0.84,-0.12,6
105/11/03,140000,111600,0.82,0.85,0.73,0.74,-0.10,8
105/11/04,100000,79800,0.77,0.84,0.77,0.81,+0.07,5
105/11/07,10000,11700,1.17,1.17,1.17,1.17,+0.36,1
105/11/08,354000,438040,1.27,1.31,1.20,1.24,+0.07,15
105/11/09,235000,255010,1.14,1.14,0.95,0.95,-0.29,18
105/11/10,324000,354200,1.07,1.12,1.04,1.12,+0.17,25
105/11/11,68000,68310,0.99,1.03,0.99,1.00,-0.12,10
105/11/14,135000,135460,1.00,1.04,0.89,1.02,+0.02,14
105/11/15,139000,139300,1.01,1.01,0.99,0.99,-0.03,4
105/11/16,50000,49800,1.00,1.00,0.99,1.00,+0.01,5
105/11/17,35000,34600,1.01,1.01,0.98,0.98,-0.02,4
