105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,631000,599450,0.94,0.97,0.94,0.97,+0.01,7
105/08/29,763000,753760,0.98,1.00,0.97,0.98,+0.01,20
105/08/30,130000,123430,0.96,0.96,0.93,0.95,-0.03,5
105/08/31,152000,148240,0.96,1.00,0.96,0.97,+0.02,6
105/09/01,352000,354880,0.98,1.04,0.98,1.01,+0.04,8
105/09/02,288000,291610,1.01,1.07,0.97,1.07,+0.06,10
105/09/05,139000,172250,1.15,1.33,1.15,1.30,+0.23,10
105/09/06,135000,173920,1.28,1.31,1.25,1.31,+0.01,7
105/09/07,86000,115640,1.34,1.35,1.34,1.34,+0.03,6
105/09/08,110000,142700,1.30,1.32,1.29,1.32,-0.02,3
105/09/09,80000,99800,1.30,1.30,1.22,1.23,-0.09,6
105/09/10,40000,45400,1.15,1.15,1.13,1.13,-0.10,3
105/09/12,120000,140800,1.17,1.21,1.17,1.21,+0.08,3
105/09/13,113000,128920,1.24,1.24,1.12,1.12,-0.09,5
105/09/14,103000,115880,1.16,1.16,1.12,1.12,0.00,4
