105/09/10,0,0,---,---,---,---,---,0
105/09/12,252000,219240,0.86,0.89,0.86,0.87,+0.04,8
105/09/13,279000,228120,0.85,0.85,0.67,0.73,-0.14,9
105/09/14,22000,16080,0.73,0.74,0.73,0.74,+0.01,3
105/09/19,76000,65620,0.85,0.87,0.85,0.87,+0.13,3
105/09/20,162000,134760,0.83,0.87,0.81,0.81,-0.06,11
105/09/21,100000,81590,0.82,0.83,0.80,0.81,0.00,8
105/09/22,103000,78830,0.83,0.83,0.71,0.71,-0.10,6
105/09/23,489000,400230,0.76,0.83,0.76,0.82,+0.11,15
105/09/26,487000,388610,0.82,0.82,0.76,0.77,-0.05,16
105/09/29,460000,379100,0.85,0.86,0.81,0.82,+0.05,12
105/09/30,1112000,1054920,0.85,1.06,0.85,1.06,+0.24,58
105/10/03,1501000,1798650,1.16,1.26,1.15,1.21,+0.15,61
105/10/04,1131000,1307920,1.14,1.23,1.12,1.18,-0.03,28
105/10/05,124000,157340,1.32,1.32,1.21,1.21,+0.03,14
105/10/06,131000,146120,1.15,1.15,1.08,1.10,-0.11,12
105/10/07,262000,314580,1.21,1.21,1.12,1.13,+0.03,9
105/10/11,278000,294030,1.10,1.12,0.98,1.04,-0.09,10
105/10/12,242000,248660,1.01,1.03,1.00,1.00,-0.04,5
105/10/13,237000,231700,1.00,1.00,0.94,0.94,-0.06,5
105/10/14,148000,125240,0.89,0.89,0.80,0.80,-0.14,11
105/10/17,215000,180110,0.72,0.89,0.72,0.85,+0.05,7
105/10/18,332000,281160,0.88,0.88,0.82,0.82,-0.03,6
105/10/19,346000,289280,0.82,0.86,0.79,0.84,+0.02,13
105/10/20,680000,522150,0.82,0.84,0.73,0.75,-0.09,16
105/10/21,120000,87100,0.73,0.73,0.71,0.71,-0.04,3
105/10/24,213000,157650,0.74,0.75,0.74,0.74,+0.03,4
105/10/25,121000,92990,0.76,0.78,0.71,0.71,-0.03,4
105/10/26,240000,157680,0.66,0.66,0.62,0.62,-0.09,7
105/10/27,25000,14000,0.56,0.57,0.54,0.57,-0.05,3
105/10/28,355000,186930,0.65,0.65,0.52,0.52,-0.05,9
105/10/31,308000,159050,0.49,0.53,0.49,0.52,0.00,15
105/11/01,250000,125310,0.51,0.51,0.48,0.50,-0.02,9
105/11/02,149000,57930,0.43,0.43,0.32,0.32,-0.18,16
105/11/03,516000,137700,0.33,0.33,0.23,0.25,-0.07,27
105/11/04,346000,105900,0.27,0.34,0.27,0.32,+0.07,23
105/11/07,476000,141270,0.33,0.33,0.27,0.32,0.00,28
105/11/08,430000,132450,0.31,0.32,0.29,0.31,-0.01,12
105/11/09,340000,97050,0.33,0.35,0.24,0.24,-0.07,17
105/11/10,80000,27500,0.30,0.37,0.30,0.37,+0.13,5
105/11/11,225000,74750,0.34,0.34,0.33,0.34,-0.03,6
105/11/14,95000,30100,0.34,0.34,0.30,0.34,0.00,10
105/11/15,345000,106950,0.34,0.34,0.29,0.31,-0.03,12
105/11/16,135000,42700,0.32,0.34,0.31,0.31,0.00,5
105/11/17,110000,33400,0.29,0.34,0.29,0.34,+0.03,10
105/11/18,185000,60600,0.32,0.34,0.32,0.32,-0.02,13
105/11/21,320000,96300,0.31,0.31,0.30,0.30,-0.02,10
105/11/22,340000,135850,0.30,0.45,0.30,0.45,+0.15,11
105/11/23,565000,282300,0.47,0.52,0.47,0.48,+0.03,13
105/11/24,508000,223650,0.43,0.45,0.42,0.44,-0.04,10
105/11/25,522000,275280,0.47,0.59,0.47,0.54,+0.10,16
105/11/28,517000,293230,0.57,0.59,0.54,0.55,+0.01,13
105/11/29,234000,131630,0.52,0.57,0.52,0.57,+0.02,5
105/11/30,180000,113950,0.61,0.70,0.59,0.70,+0.13,8
105/12/01,317000,206380,0.69,0.69,0.62,0.66,-0.04,6
105/12/02,156000,97020,0.64,0.64,0.62,0.62,-0.04,2
105/12/05,1372000,1081330,0.70,0.87,0.70,0.85,+0.23,45
105/12/06,1600000,1301670,0.81,0.86,0.77,0.79,-0.06,47
105/12/07,456000,406660,0.87,0.92,0.86,0.91,+0.12,26
105/12/08,389000,361130,0.97,0.97,0.86,0.90,-0.01,11
105/12/09,110000,92290,0.89,0.89,0.80,0.80,-0.10,7
105/12/12,243000,198590,0.83,0.86,0.78,0.79,-0.01,10
105/12/13,383000,267910,0.76,0.76,0.67,0.72,-0.07,12
105/12/14,514000,373610,0.70,0.80,0.68,0.77,+0.05,19
105/12/15,1008000,838410,0.79,0.87,0.79,0.84,+0.07,25
105/12/16,669000,528920,0.78,0.82,0.78,0.80,-0.04,7
105/12/19,410000,359470,0.87,0.91,0.83,0.83,+0.03,20
105/12/20,144000,113110,0.78,0.79,0.77,0.78,-0.05,7
105/12/21,724000,515890,0.81,0.81,0.64,0.64,-0.14,8
105/12/22,666000,420980,0.57,0.66,0.55,0.66,+0.02,15
105/12/23,530000,347920,0.68,0.68,0.62,0.62,-0.04,10
105/12/26,183000,100580,0.56,0.56,0.54,0.54,-0.08,4
105/12/27,193000,103790,0.54,0.54,0.52,0.53,-0.01,3
105/12/28,50000,29000,0.59,0.59,0.57,0.57,+0.04,4
105/12/29,110000,58100,0.51,0.53,0.51,0.53,-0.04,2
105/12/30,36000,20180,0.58,0.58,0.51,0.51,-0.02,2
