105/09/26,0,0,---,---,---,---,---,0
105/09/29,244000,212280,0.87,0.87,0.87,0.87,+0.01,3
105/09/30,244000,202380,0.83,0.83,0.82,0.82,-0.05,2
105/10/03,7000,6370,0.91,0.91,0.91,0.91,+0.09,1
105/10/04,532000,494720,0.91,0.95,0.91,0.95,+0.04,9
105/10/05,235000,223340,0.94,0.96,0.94,0.95,0.00,10
105/10/06,2332000,2370490,0.99,1.07,0.97,1.03,+0.08,52
105/10/07,1546000,1531770,1.01,1.04,0.96,0.99,-0.04,89
105/10/11,183000,177080,1.03,1.03,0.90,0.93,-0.06,7
105/10/12,411000,378840,0.92,0.94,0.90,0.94,+0.01,10
105/10/13,36000,34080,0.96,0.96,0.94,0.94,0.00,4
105/10/14,344000,311330,0.94,0.94,0.85,0.88,-0.06,11
105/10/17,394000,347150,0.86,0.90,0.85,0.90,+0.02,14
105/10/18,277000,246890,0.90,0.90,0.86,0.87,-0.03,9
105/10/19,1401000,1326940,0.90,0.98,0.90,0.94,+0.07,16
105/10/20,1011000,980160,0.95,0.98,0.95,0.97,+0.03,49
105/10/21,250000,237130,0.94,0.97,0.94,0.97,0.00,5
105/10/24,78000,73630,0.92,0.95,0.92,0.93,-0.04,4
105/10/25,181000,166570,0.92,0.93,0.90,0.90,-0.03,7
105/10/26,683000,646890,0.90,0.98,0.90,0.96,+0.06,22
105/10/27,339000,323130,0.98,0.98,0.91,0.91,-0.05,19
105/10/28,208000,190200,0.92,0.92,0.90,0.92,+0.01,6
105/10/31,114000,106960,0.92,0.94,0.92,0.94,+0.02,4
105/11/01,53000,49260,0.93,0.93,0.92,0.92,-0.02,2
105/11/02,17000,15510,0.93,0.93,0.83,0.83,-0.09,3
105/11/03,68000,56890,0.83,0.86,0.83,0.86,+0.03,4
105/11/04,192000,151490,0.77,0.81,0.77,0.81,-0.05,6
105/11/07,213000,174150,0.79,0.83,0.79,0.79,-0.02,10
105/11/08,121000,98620,0.82,0.82,0.80,0.81,+0.02,8
105/11/09,33000,19170,0.71,0.71,0.50,0.50,-0.31,6
105/11/10,47000,22780,0.48,0.50,0.46,0.46,-0.04,5
105/11/11,40000,15000,0.42,0.42,0.36,0.36,-0.10,3
105/11/14,70000,22300,0.32,0.35,0.30,0.35,-0.01,4
105/11/15,50000,17000,0.34,0.34,0.34,0.34,-0.01,1
