105/09/12,0,0,---,---,---,---,---,0
105/09/13,189000,224790,1.16,1.21,1.16,1.18,-0.01,6
105/09/14,264000,323290,1.23,1.23,1.20,1.20,+0.02,5
105/09/19,512000,628640,1.23,1.23,1.22,1.23,+0.03,6
105/09/20,651000,979510,1.57,1.57,1.48,1.51,+0.28,19
105/09/21,603000,972330,1.53,1.65,1.51,1.51,0.00,41
105/09/22,523000,803320,1.54,1.57,1.47,1.53,+0.02,27
105/09/23,1760000,2782560,1.54,1.65,1.50,1.54,+0.01,71
105/09/26,1267000,1789030,1.48,1.48,1.37,1.39,-0.15,40
105/09/29,269000,382870,1.41,1.43,1.41,1.42,+0.03,17
105/09/30,278000,374930,1.40,1.40,1.33,1.35,-0.07,17
105/10/03,131000,179840,1.40,1.40,1.36,1.36,+0.01,6
105/10/04,158000,212660,1.42,1.42,1.32,1.32,-0.04,7
105/10/05,73000,99460,1.36,1.39,1.31,1.39,+0.07,6
105/10/06,84000,119400,1.42,1.43,1.41,1.42,+0.03,5
105/10/07,99000,146630,1.43,1.52,1.43,1.52,+0.10,5
105/10/11,178000,252360,1.55,1.55,1.16,1.42,-0.10,20
105/10/12,62000,84670,1.31,1.40,1.31,1.40,-0.02,7
105/10/13,15000,19350,1.29,1.29,1.29,1.29,-0.11,2
105/10/14,97000,118070,1.30,1.30,1.09,1.09,-0.20,10
105/10/17,758000,892210,1.12,1.24,1.05,1.23,+0.14,25
105/10/18,626000,736630,1.18,1.21,1.15,1.15,-0.08,24
105/10/19,167000,201480,1.21,1.21,1.18,1.18,+0.03,5
105/10/20,0,0,---,---,---,---,---,0
105/10/21,148000,158720,1.09,1.09,1.04,1.09,-0.04,4
105/10/24,102000,106080,1.05,1.05,1.03,1.04,-0.05,3
105/10/25,171000,196420,1.10,1.18,1.10,1.16,+0.12,5
105/10/26,33000,36430,1.12,1.12,1.10,1.10,-0.06,4
105/10/27,34000,35660,1.04,1.06,1.04,1.06,-0.04,5
105/10/28,51000,53030,1.03,1.05,1.03,1.03,-0.03,4
105/10/31,92000,86790,0.97,0.97,0.92,0.94,-0.09,7
105/11/01,536000,627570,1.05,1.26,1.05,1.20,+0.26,21
105/11/02,682000,825210,1.21,1.28,1.16,1.25,+0.05,34
105/11/03,485000,566640,1.25,1.25,1.12,1.14,-0.11,18
105/11/04,758000,915320,1.14,1.25,1.13,1.25,+0.11,15
105/11/07,543000,707480,1.31,1.33,1.26,1.26,+0.01,18
105/11/08,38000,45530,1.20,1.24,1.17,1.17,-0.09,4
105/11/09,69000,69540,1.16,1.16,0.90,0.90,-0.27,6
105/11/10,64000,67780,1.04,1.07,1.04,1.07,+0.17,5
105/11/11,152000,150620,0.99,1.01,0.93,1.00,-0.07,5
105/11/14,308000,284960,0.90,1.00,0.90,1.00,0.00,8
105/11/15,423000,448790,1.06,1.12,1.03,1.12,+0.12,12
105/11/16,392000,400690,1.05,1.07,0.96,0.96,-0.16,21
105/11/17,122000,109200,0.93,0.93,0.86,0.86,-0.10,15
105/11/18,119000,104630,0.87,0.93,0.87,0.93,+0.07,4
105/11/21,23000,21520,0.94,0.94,0.93,0.93,0.00,3
105/11/22,3000,2880,0.96,0.96,0.96,0.96,+0.03,1
105/11/23,0,0,---,---,---,---,---,0
105/11/24,22000,19920,0.91,0.91,0.90,0.90,-0.03,3
105/11/25,12000,10800,0.90,0.90,0.90,0.90,0.00,2
105/11/28,129000,119310,0.94,0.94,0.92,0.92,+0.02,6
105/11/29,160000,145720,0.89,0.94,0.89,0.90,-0.02,5
105/11/30,238000,225240,0.94,0.96,0.92,0.92,+0.02,14
105/12/01,247000,232180,0.90,0.98,0.89,0.94,+0.02,10
105/12/02,206000,179480,0.89,0.89,0.85,0.85,-0.09,12
105/12/05,92000,77980,0.86,0.86,0.84,0.85,0.00,6
105/12/06,52000,45240,0.86,0.89,0.86,0.87,+0.02,5
105/12/07,71000,62860,0.86,0.91,0.86,0.88,+0.01,8
105/12/08,53000,46910,0.89,0.90,0.87,0.90,+0.02,5
105/12/09,213000,212290,0.97,1.04,0.97,1.00,+0.10,19
105/12/12,219000,201500,0.97,0.97,0.90,0.90,-0.10,13
105/12/13,274000,253540,0.88,0.93,0.88,0.92,+0.02,11
105/12/14,941000,985050,1.01,1.11,0.98,1.11,+0.19,54
105/12/15,721000,765920,1.06,1.09,1.04,1.04,-0.07,50
105/12/16,490000,536530,1.06,1.16,1.06,1.09,+0.05,38
105/12/19,220000,232380,1.12,1.12,0.98,0.98,-0.11,12
105/12/20,43000,41590,0.98,0.98,0.93,0.93,-0.05,5
105/12/21,268000,267570,0.94,1.03,0.94,1.03,+0.10,11
105/12/22,211000,196940,0.96,0.96,0.90,0.91,-0.12,14
105/12/23,377000,349400,0.93,0.96,0.90,0.91,0.00,17
105/12/26,225000,220260,1.00,1.01,0.95,0.98,+0.07,15
105/12/27,25000,23250,0.93,0.93,0.93,0.93,-0.05,2
105/12/28,350000,316570,0.90,0.92,0.89,0.92,-0.01,12
105/12/29,214000,197040,0.87,0.95,0.87,0.93,+0.01,12
