105/11/18,0,0,---,---,---,---,---,0
105/11/21,10000,9200,0.92,0.92,0.92,0.92,-0.01,1
105/11/22,235000,220240,0.94,0.96,0.92,0.92,0.00,5
105/11/23,509000,497000,0.91,1.02,0.91,0.99,+0.07,12
105/11/24,405000,408850,1.00,1.03,0.99,1.01,+0.02,15
105/11/25,210000,197800,0.95,0.96,0.92,0.96,-0.05,12
105/11/28,892000,856500,0.91,1.02,0.91,0.98,+0.02,19
105/11/29,609000,588710,0.95,0.97,0.95,0.96,-0.02,13
105/11/30,1383000,1480380,0.97,1.16,0.96,1.05,+0.09,45
105/12/01,765000,787580,1.01,1.05,1.00,1.05,0.00,16
105/12/02,409000,403170,1.02,1.02,0.98,1.00,-0.05,9
105/12/05,122000,122610,0.97,1.03,0.95,1.03,+0.03,9
105/12/06,227000,230140,0.99,1.05,0.99,1.04,+0.01,18
105/12/07,256000,263280,1.01,1.03,1.01,1.03,-0.01,6
105/12/08,398000,409180,1.01,1.04,1.01,1.03,0.00,13
105/12/09,501000,530760,1.00,1.12,1.00,1.09,+0.06,18
105/12/12,234000,245770,1.08,1.08,1.01,1.01,-0.08,11
105/12/13,205000,201430,0.97,0.99,0.96,0.99,-0.02,6
105/12/14,70000,67780,0.98,0.98,0.95,0.95,-0.04,4
105/12/15,276000,263220,0.94,0.97,0.94,0.97,+0.02,4
105/12/16,282000,266800,0.93,0.95,0.93,0.94,-0.03,4
105/12/19,30000,27900,0.93,0.93,0.93,0.93,-0.01,1
105/12/20,90000,81000,0.90,0.90,0.90,0.90,-0.03,1
105/12/21,1413000,1368320,0.92,1.00,0.92,0.99,+0.09,23
105/12/22,1304000,1284530,1.00,1.03,0.97,0.97,-0.02,40
105/12/23,364000,328740,0.91,0.93,0.89,0.90,-0.07,17
105/12/26,1226000,1042900,0.85,0.87,0.85,0.85,-0.05,16
105/12/27,20000,17100,0.86,0.86,0.85,0.85,0.00,2
105/12/28,10000,8300,0.83,0.83,0.83,0.83,-0.02,1
105/12/29,10000,8300,0.83,0.83,0.83,0.83,0.00,1
105/12/30,313000,260060,0.84,0.84,0.81,0.81,-0.02,4
106/01/03,30000,24700,0.83,0.83,0.82,0.82,+0.01,2
106/01/04,210000,173350,0.82,0.85,0.82,0.85,+0.03,5
106/01/05,425000,358850,0.82,0.87,0.82,0.85,0.00,22
