105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,1000,750,0.75,0.75,0.75,0.75,-0.12,1
105/09/05,1000,780,0.78,0.78,0.78,0.78,+0.03,1
105/09/06,450000,392800,0.81,0.89,0.81,0.89,+0.11,6
105/09/07,450000,385680,0.86,0.87,0.85,0.85,-0.04,8
105/09/08,818000,814540,0.95,1.07,0.95,1.06,+0.21,19
105/09/09,1627000,1805340,1.00,1.30,0.98,1.23,+0.17,55
105/09/10,1294000,1530920,1.11,1.30,1.10,1.24,+0.01,82
105/09/12,971000,1156800,1.23,1.27,1.17,1.17,-0.07,26
105/09/13,642000,734980,1.17,1.18,1.05,1.10,-0.07,14
105/09/14,460000,506000,1.08,1.11,1.08,1.10,0.00,9
105/09/19,852000,1041080,1.10,1.25,1.10,1.21,+0.11,15
105/09/20,1233000,1437710,1.18,1.18,1.12,1.18,-0.03,15
105/09/21,661000,787180,1.20,1.20,1.15,1.16,-0.02,19
105/09/22,60000,70200,1.17,1.17,1.17,1.17,+0.01,1
105/09/23,765000,991410,1.21,1.42,1.21,1.37,+0.20,43
105/09/26,2660000,4048110,1.37,1.70,1.35,1.57,+0.20,113
105/09/29,2249000,3589850,1.61,1.65,1.53,1.53,-0.04,72
105/09/30,2077000,3382430,1.54,1.73,1.53,1.66,+0.13,69
105/10/03,2055000,3636310,1.71,2.05,1.66,2.05,+0.39,103
105/10/04,1102000,2114640,1.94,2.02,1.85,1.99,-0.06,45
105/10/05,147000,296260,2.08,2.08,1.93,1.93,-0.06,15
105/10/06,61000,108310,1.85,1.85,1.75,1.76,-0.17,20
105/10/07,45000,79510,1.80,1.81,1.73,1.75,-0.01,6
105/10/11,36000,52000,1.70,1.70,1.30,1.39,-0.36,9
105/10/12,387000,528850,1.33,1.40,1.32,1.39,0.00,12
105/10/13,105000,145750,1.39,1.39,1.35,1.35,-0.04,2
105/10/14,65000,74800,1.16,1.16,1.13,1.16,-0.19,3
105/10/17,23000,26850,1.17,1.17,1.15,1.15,-0.01,2
105/10/18,233000,273510,1.16,1.18,1.16,1.18,+0.03,8
105/10/19,599000,824870,1.25,1.51,1.25,1.42,+0.24,29
105/10/20,249000,361900,1.47,1.50,1.39,1.39,-0.03,14
105/10/21,23000,30440,1.34,1.34,1.30,1.30,-0.09,4
105/10/24,37000,44770,1.21,1.21,1.21,1.21,-0.09,2
105/10/25,28000,37940,1.28,1.37,1.28,1.36,+0.15,8
105/10/26,32000,41440,1.29,1.30,1.29,1.30,-0.06,2
