105/08/24,30000,11400,0.38,0.38,0.38,0.38,-0.01,1
105/08/25,201000,72360,0.36,0.36,0.36,0.36,-0.02,2
105/08/26,240000,84000,0.35,0.35,0.35,0.35,-0.01,5
105/08/29,15000,5250,0.35,0.35,0.35,0.35,0.00,1
105/08/30,120000,43200,0.36,0.36,0.36,0.36,+0.01,3
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,5000,1100,0.22,0.22,0.22,0.22,+0.03,1
105/09/07,5000,1050,0.21,0.21,0.21,0.21,-0.01,1
105/09/08,55000,12950,0.19,0.25,0.19,0.25,+0.04,5
105/09/09,15000,3450,0.23,0.23,0.23,0.23,-0.02,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,10000,2300,0.23,0.23,0.23,0.23,0.00,1
105/09/13,30000,6100,0.21,0.21,0.20,0.20,-0.03,3
105/09/14,30000,5400,0.18,0.18,0.18,0.18,-0.02,2
105/09/19,20000,3400,0.16,0.18,0.16,0.18,0.00,2
105/09/20,10000,1400,0.14,0.14,0.14,0.14,-0.04,1
105/09/21,50000,5000,0.10,0.10,0.10,0.10,-0.04,2
105/09/22,10000,1000,0.10,0.10,0.10,0.10,0.00,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,40000,400,0.01,0.01,0.01,0.01,-0.01,1
