105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,863000,611200,0.70,0.72,0.69,0.70,-0.08,23
105/09/21,1406000,1063040,0.71,0.78,0.71,0.75,+0.05,27
105/09/22,1975000,1516610,0.76,0.82,0.74,0.82,+0.07,34
105/09/23,1465000,1201760,0.83,0.83,0.79,0.80,-0.02,34
105/09/26,287000,222860,0.78,0.79,0.77,0.79,-0.01,8
105/09/29,97000,77360,0.79,0.81,0.78,0.79,0.00,9
105/09/30,136000,100380,0.73,0.74,0.73,0.74,-0.05,5
105/10/03,156000,123340,0.78,0.80,0.78,0.80,+0.06,9
105/10/04,748000,648430,0.81,0.98,0.81,0.95,+0.15,36
105/10/05,675000,624280,0.93,0.95,0.90,0.94,-0.01,22
105/10/06,310000,317210,0.94,1.07,0.94,1.00,+0.06,26
105/10/07,189000,184650,0.99,0.99,0.96,0.96,-0.04,16
105/10/11,114000,112230,1.05,1.05,0.94,0.99,+0.03,13
105/10/12,48000,47590,0.96,1.01,0.96,0.99,0.00,7
105/10/13,159000,178230,1.11,1.16,1.10,1.14,+0.15,20
105/10/14,105000,111840,1.08,1.09,1.04,1.05,-0.09,12
105/10/17,113000,124190,1.08,1.12,1.08,1.10,+0.05,10
105/10/18,21000,22470,1.07,1.07,1.07,1.07,-0.03,3
105/10/19,97000,103880,1.09,1.09,1.04,1.04,-0.03,13
105/10/20,48000,50880,1.06,1.06,1.06,1.06,+0.02,4
105/10/21,139000,139460,1.04,1.04,0.99,0.99,-0.07,16
105/10/24,142000,135530,0.97,0.97,0.94,0.97,-0.02,10
105/10/25,31000,30070,0.97,0.97,0.97,0.97,0.00,4
105/10/26,88000,88360,1.00,1.02,0.99,0.99,+0.02,11
105/10/27,5000,4950,0.99,0.99,0.99,0.99,0.00,1
105/10/28,72000,66350,0.91,0.93,0.91,0.93,-0.06,9
105/10/31,12000,10760,0.89,0.93,0.89,0.93,0.00,2
105/11/01,95000,82710,0.90,0.90,0.86,0.87,-0.06,13
105/11/02,186000,149460,0.82,0.83,0.75,0.75,-0.12,12
105/11/03,145000,102180,0.76,0.76,0.68,0.68,-0.07,8
105/11/04,229000,160920,0.66,0.72,0.66,0.72,+0.04,5
105/11/07,300000,196880,0.71,0.71,0.62,0.66,-0.06,18
105/11/08,250000,160900,0.62,0.68,0.62,0.68,+0.02,11
105/11/09,418000,261530,0.71,0.71,0.51,0.51,-0.17,24
105/11/10,188000,107840,0.58,0.59,0.56,0.58,+0.07,8
105/11/11,526000,267570,0.54,0.54,0.45,0.52,-0.06,24
105/11/14,220000,125800,0.59,0.59,0.53,0.55,+0.03,8
105/11/15,395000,212830,0.55,0.55,0.52,0.55,0.00,10
105/11/16,564000,324100,0.58,0.59,0.56,0.56,+0.01,12
105/11/17,528000,270010,0.54,0.54,0.48,0.49,-0.07,14
105/11/18,414000,221420,0.51,0.55,0.51,0.55,+0.06,10
105/11/21,580000,304100,0.52,0.53,0.52,0.52,-0.03,10
105/11/22,1211000,690880,0.56,0.59,0.55,0.56,+0.04,21
105/11/23,1007000,570240,0.56,0.59,0.55,0.57,+0.01,16
105/11/24,674000,425410,0.61,0.66,0.60,0.60,+0.03,22
105/11/25,658000,390220,0.59,0.60,0.59,0.59,-0.01,6
105/11/28,146000,89260,0.62,0.62,0.60,0.60,+0.01,5
105/11/29,249000,154210,0.59,0.63,0.59,0.61,+0.01,8
