105/11/23,0,0,---,---,---,---,---,0
105/11/24,100000,72100,0.73,0.73,0.71,0.72,-0.06,3
105/11/25,151000,108720,0.72,0.72,0.72,0.72,0.00,2
105/11/28,152000,108180,0.72,0.72,0.68,0.68,-0.04,4
105/11/29,29000,19140,0.66,0.66,0.66,0.66,-0.02,2
105/11/30,18000,11620,0.65,0.65,0.64,0.64,-0.02,2
105/12/01,262000,169710,0.62,0.67,0.62,0.67,+0.03,13
105/12/02,125000,80120,0.65,0.65,0.63,0.64,-0.03,9
105/12/05,45000,28070,0.63,0.63,0.62,0.62,-0.02,5
105/12/06,40000,27400,0.69,0.69,0.68,0.68,+0.06,2
105/12/07,70000,44520,0.64,0.64,0.60,0.60,-0.08,4
