105/08/24,200000,88000,0.44,0.44,0.44,0.44,-0.01,1
105/08/25,200000,88000,0.45,0.45,0.43,0.43,-0.01,2
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,5000,2650,0.53,0.53,0.53,0.53,+0.05,1
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,20000,10600,0.53,0.53,0.53,0.53,+0.03,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,100000,59000,0.59,0.59,0.59,0.59,+0.03,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,100000,51000,0.51,0.51,0.51,0.51,-0.08,1
