105/08/24,50000,47600,0.99,0.99,0.89,0.89,-0.08,5
105/08/25,20000,17500,0.88,0.88,0.87,0.87,-0.02,2
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,100000,84900,0.84,0.85,0.84,0.85,+0.02,2
105/08/31,10000,8300,0.83,0.83,0.83,0.83,-0.02,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,20000,13600,0.70,0.70,0.66,0.66,-0.14,2
105/09/05,1000,700,0.70,0.70,0.70,0.70,+0.04,1
105/09/06,1000,720,0.72,0.72,0.72,0.72,+0.02,1
105/09/07,20000,15500,0.76,0.78,0.76,0.78,+0.06,3
105/09/08,30000,25300,0.84,0.85,0.84,0.84,+0.06,3
105/09/09,42000,31900,0.76,0.77,0.75,0.77,-0.07,5
105/09/10,10000,7200,0.72,0.72,0.72,0.72,-0.05,1
105/09/12,10000,6900,0.69,0.69,0.69,0.69,-0.03,1
105/09/13,0,0,---,---,---,---,---,0
105/09/14,0,0,---,---,---,---,---,0
105/09/19,10000,6100,0.61,0.61,0.61,0.61,+0.05,1
105/09/20,10000,6000,0.60,0.60,0.60,0.60,-0.01,1
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,288000,194990,0.64,0.71,0.64,0.69,+0.14,6
105/09/26,313000,201200,0.65,0.69,0.61,0.69,0.00,9
105/09/29,25000,16400,0.69,0.69,0.63,0.63,-0.06,4
105/09/30,65000,40500,0.63,0.63,0.62,0.62,-0.01,6
105/10/03,10000,6200,0.62,0.62,0.62,0.62,0.00,1
105/10/04,27000,16470,0.61,0.61,0.61,0.61,-0.01,2
105/10/05,27000,16200,0.60,0.60,0.60,0.60,-0.01,1
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
