105/11/28,0,0,---,---,---,---,---,0
105/11/29,0,0,---,---,---,---,---,0
105/11/30,2000,1720,0.86,0.86,0.86,0.86,+0.01,1
105/12/01,7000,5850,0.83,0.85,0.83,0.85,-0.01,2
105/12/02,123000,107670,0.83,0.89,0.83,0.87,+0.02,5
105/12/05,222000,193450,0.86,0.88,0.86,0.88,+0.01,5
105/12/06,1072000,991550,0.91,0.96,0.87,0.87,-0.01,13
105/12/07,628000,531590,0.86,0.86,0.83,0.84,-0.03,8
105/12/08,20000,17000,0.85,0.85,0.85,0.85,+0.01,1
105/12/09,15000,12900,0.86,0.86,0.86,0.86,+0.01,1
105/12/12,95000,83240,0.88,0.88,0.85,0.85,-0.01,5
105/12/13,60000,45600,0.76,0.76,0.76,0.76,-0.09,1
105/12/14,5000,4100,0.82,0.82,0.82,0.82,+0.06,1
105/12/15,2143000,1920330,0.84,0.93,0.84,0.88,+0.06,41
