105/08/24,80000,40000,0.50,0.50,0.50,0.50,+0.03,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,10000,4200,0.42,0.42,0.42,0.42,-0.06,1
105/08/30,15000,6250,0.43,0.43,0.41,0.41,-0.01,2
105/08/31,58000,22900,0.40,0.40,0.39,0.39,-0.02,3
105/09/01,60000,24600,0.41,0.41,0.41,0.41,+0.02,1
105/09/02,10000,3800,0.38,0.38,0.38,0.38,-0.03,1
105/09/05,60000,19200,0.32,0.32,0.32,0.32,-0.06,2
105/09/06,98000,41060,0.41,0.42,0.41,0.42,+0.10,4
105/09/07,48000,18720,0.39,0.39,0.39,0.39,-0.03,1
105/09/08,1000,390,0.39,0.39,0.39,0.39,0.00,1
105/09/09,0,0,---,---,---,---,---,0
105/09/10,57000,16320,0.29,0.29,0.26,0.26,-0.11,4
105/09/12,37000,8880,0.24,0.24,0.24,0.24,-0.02,2
105/09/13,26000,4260,0.18,0.18,0.16,0.16,-0.08,4
105/09/14,221000,25510,0.12,0.12,0.11,0.11,-0.05,5
105/09/19,35000,4000,0.11,0.12,0.11,0.12,+0.01,2
105/09/20,418000,32160,0.10,0.10,0.07,0.07,-0.05,41
105/09/21,320000,22400,0.07,0.07,0.07,0.07,0.00,32
105/09/22,0,0,---,---,---,---,---,0
105/09/23,529000,17570,0.04,0.05,0.03,0.05,0.00,45
105/09/26,90000,4500,0.05,0.05,0.05,0.05,0.00,5
105/09/29,99000,3960,0.04,0.04,0.04,0.04,-0.01,2
105/09/30,40000,2000,0.05,0.05,0.05,0.05,+0.01,1
105/10/03,30000,1800,0.06,0.06,0.06,0.06,+0.01,1
105/10/04,30000,1800,0.06,0.06,0.06,0.06,0.00,2
105/10/05,197000,11820,0.06,0.06,0.06,0.06,0.00,8
105/10/06,20000,1200,0.06,0.06,0.06,0.06,0.00,2
105/10/07,117000,7020,0.06,0.06,0.06,0.06,0.00,6
105/10/11,70000,4200,0.06,0.06,0.06,0.06,0.00,4
105/10/12,16000,800,0.05,0.05,0.05,0.05,-0.01,2
105/10/13,20000,1000,0.05,0.05,0.05,0.05,0.00,2
105/10/14,864000,60480,0.07,0.07,0.07,0.07,+0.02,10
105/10/17,10000,500,0.05,0.05,0.05,0.05,-0.02,1
105/10/18,12000,600,0.05,0.05,0.05,0.05,0.00,1
105/10/19,0,0,---,---,---,---,---,0
105/10/20,50000,2800,0.05,0.06,0.05,0.06,+0.01,3
105/10/21,20000,800,0.04,0.04,0.04,0.04,-0.02,2
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,40000,1900,0.05,0.05,0.04,0.04,0.00,2
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,200000,6000,0.03,0.03,0.03,0.03,-0.02,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,0,0,---,---,---,---,---,0
105/11/07,0,0,---,---,---,---,---,0
105/11/08,0,0,---,---,---,---,---,0
105/11/09,0,0,---,---,---,---,---,0
105/11/10,0,0,---,---,---,---,---,0
105/11/11,0,0,---,---,---,---,---,0
105/11/14,0,0,---,---,---,---,---,0
