105/10/11,0,0,---,---,---,---,---,0
105/10/12,165000,136950,0.83,0.83,0.83,0.83,+0.06,3
105/10/13,155000,127130,0.85,0.85,0.82,0.82,-0.01,2
105/10/14,10000,7500,0.75,0.75,0.75,0.75,-0.07,1
105/10/17,683000,511830,0.71,0.78,0.71,0.78,+0.03,5
105/10/18,683000,545150,0.81,0.81,0.78,0.79,+0.01,15
105/10/19,50000,38500,0.77,0.77,0.77,0.77,-0.02,1
105/10/20,158000,120080,0.76,0.76,0.76,0.76,-0.01,1
105/10/21,358000,261180,0.72,0.74,0.71,0.74,-0.02,4
105/10/24,260000,268100,1.00,1.18,0.99,1.18,+0.44,7
105/10/25,469000,516690,1.11,1.11,1.05,1.11,-0.07,12
105/10/26,1426000,1829820,1.15,1.46,1.15,1.41,+0.30,52
105/10/27,761000,1015960,1.41,1.41,1.27,1.36,-0.05,63
105/10/28,303000,407630,1.40,1.40,1.30,1.34,-0.02,11
105/10/31,454000,603750,1.31,1.37,1.28,1.37,+0.03,16
105/11/01,1545000,2262600,1.33,1.54,1.33,1.52,+0.15,53
105/11/02,1064000,1434040,1.39,1.41,1.23,1.24,-0.28,38
105/11/03,259000,314640,1.29,1.30,1.12,1.24,0.00,25
105/11/04,600000,763420,1.16,1.31,1.16,1.25,+0.01,22
105/11/07,928000,1224200,1.28,1.37,1.28,1.36,+0.11,25
105/11/08,603000,778470,1.36,1.37,1.17,1.21,-0.15,26
