105/11/09,0,0,---,---,---,---,---,0
105/11/10,133000,132130,0.98,1.09,0.98,1.09,+0.31,4
105/11/11,143000,144150,1.01,1.01,0.92,0.92,-0.17,4
105/11/14,61000,45960,0.78,0.78,0.72,0.74,-0.18,11
105/11/15,46000,27250,0.63,0.63,0.57,0.60,-0.14,6
105/11/16,147000,77220,0.55,0.55,0.50,0.51,-0.09,13
105/11/17,262000,135740,0.50,0.56,0.47,0.54,+0.03,15
105/11/18,152000,81990,0.51,0.57,0.51,0.56,+0.02,5
105/11/21,162000,82900,0.53,0.53,0.50,0.50,-0.06,5
105/11/22,205000,107840,0.54,0.54,0.51,0.54,+0.04,11
105/11/23,498000,272770,0.53,0.58,0.53,0.54,0.00,14
105/11/24,577000,297790,0.54,0.54,0.49,0.51,-0.03,9
105/11/25,280000,138210,0.48,0.51,0.48,0.50,-0.01,7
105/11/28,347000,181690,0.52,0.53,0.51,0.53,+0.03,6
105/11/29,1235000,704850,0.60,0.61,0.56,0.57,+0.04,12
105/11/30,345000,189080,0.52,0.57,0.52,0.55,-0.02,9
105/12/01,118000,65780,0.56,0.56,0.53,0.53,-0.02,3
105/12/02,167000,64630,0.49,0.49,0.34,0.34,-0.19,16
105/12/05,189000,70100,0.32,0.44,0.32,0.44,+0.10,13
105/12/06,131000,55350,0.42,0.45,0.41,0.41,-0.03,9
105/12/07,137000,47910,0.39,0.39,0.33,0.33,-0.08,12
105/12/08,810000,258890,0.35,0.35,0.29,0.29,-0.04,20
105/12/09,327000,93080,0.30,0.30,0.27,0.28,-0.01,12
105/12/12,382000,114800,0.30,0.31,0.28,0.29,+0.01,11
105/12/13,669000,192000,0.29,0.31,0.28,0.31,+0.02,22
105/12/14,946000,319240,0.32,0.35,0.31,0.35,+0.04,38
105/12/15,1223000,539770,0.42,0.52,0.40,0.47,+0.12,50
105/12/16,942000,460180,0.49,0.54,0.43,0.43,-0.04,33
