105/11/28,168000,206600,1.18,1.28,1.18,1.23,+0.07,7
105/11/29,178000,222820,1.24,1.27,1.21,1.21,-0.02,5
105/11/30,31000,37160,1.20,1.20,1.16,1.16,-0.05,2
105/12/01,65000,65610,1.07,1.07,0.98,1.00,-0.16,6
105/12/02,130000,114240,0.88,0.90,0.80,0.82,-0.18,8
105/12/05,243000,212510,0.87,0.88,0.85,0.85,+0.03,5
105/12/06,242000,215050,0.89,0.90,0.88,0.90,+0.05,4
105/12/07,17000,16690,0.98,1.00,0.98,1.00,+0.10,3
105/12/08,2000,1940,0.97,0.97,0.97,0.97,-0.03,1
105/12/09,0,0,---,---,---,---,---,0
105/12/12,0,0,---,---,---,---,---,0
105/12/13,0,0,---,---,---,---,---,0
105/12/14,4000,3040,0.76,0.76,0.76,0.76,-0.02,1
105/12/15,4000,3020,0.75,0.77,0.75,0.77,+0.01,2
105/12/16,0,0,---,---,---,---,---,0
105/12/19,0,0,---,---,---,---,---,0
105/12/20,0,0,---,---,---,---,---,0
105/12/21,0,0,---,---,---,---,---,0
105/12/22,0,0,---,---,---,---,---,0
105/12/23,148000,108320,0.74,0.74,0.71,0.71,-0.05,2
105/12/26,148000,101040,0.68,0.69,0.68,0.69,-0.02,2
105/12/27,132000,100320,0.76,0.76,0.76,0.76,+0.07,1
105/12/28,132000,100320,0.76,0.76,0.76,0.76,0.00,1
105/12/29,0,0,---,---,---,---,---,0
105/12/30,0,0,---,---,---,---,---,0
106/01/03,0,0,---,---,---,---,---,0
106/01/04,0,0,---,---,---,---,---,0
106/01/05,0,0,---,---,---,---,---,0
106/01/06,152000,129780,0.85,0.86,0.85,0.86,+0.12,2
106/01/09,153000,126860,0.83,0.83,0.70,0.70,-0.16,3
106/01/10,1000,690,0.69,0.69,0.69,0.69,-0.01,1
