105/09/22,0,0,---,---,---,---,---,0
105/09/23,152000,316250,2.07,2.11,2.03,2.03,+0.20,4
105/09/26,208000,441320,2.10,2.15,2.07,2.13,+0.10,6
105/09/29,56000,113140,2.03,2.03,1.94,1.94,-0.19,2
105/09/30,330000,606560,1.75,1.89,1.75,1.89,-0.05,9
105/10/03,332000,581050,1.75,1.79,1.58,1.58,-0.31,5
105/10/04,67000,92340,1.37,1.40,1.36,1.36,-0.22,5
105/10/05,778000,1020540,1.13,1.42,1.13,1.39,+0.03,21
105/10/06,771000,1111710,1.44,1.48,1.38,1.44,+0.05,38
105/10/07,246000,329410,1.32,1.35,1.32,1.35,-0.09,10
105/10/11,192000,266640,1.37,1.45,1.33,1.37,+0.02,9
105/10/12,186000,249100,1.33,1.41,1.33,1.34,-0.03,7
105/10/13,32000,41320,1.29,1.31,1.26,1.30,-0.04,6
105/10/14,107000,118600,1.14,1.20,1.07,1.10,-0.20,4
105/10/17,119000,130050,1.11,1.11,1.01,1.10,0.00,5
105/10/18,32000,35840,1.12,1.12,1.12,1.12,+0.02,1
105/10/19,62000,69980,1.15,1.15,1.12,1.12,0.00,6
105/10/20,75000,73410,0.98,1.01,0.95,0.95,-0.17,6
105/10/21,103000,88080,0.83,0.87,0.83,0.87,-0.08,10
105/10/24,241000,175560,0.80,0.80,0.66,0.74,-0.13,10
105/10/25,894000,741020,0.74,0.95,0.74,0.95,+0.21,9
105/10/26,878000,798300,0.90,0.99,0.86,0.87,-0.08,22
105/10/27,39000,35800,0.90,0.93,0.90,0.91,+0.04,4
105/10/28,69000,60080,0.84,0.90,0.84,0.89,-0.02,4
105/10/31,39000,29240,0.74,0.78,0.74,0.77,-0.12,4
105/11/01,14000,9900,0.71,0.71,0.70,0.70,-0.07,2
105/11/02,56000,29600,0.53,0.54,0.52,0.54,-0.16,3
105/11/03,60000,30400,0.54,0.54,0.49,0.49,-0.05,3
105/11/04,52000,22150,0.45,0.45,0.40,0.40,-0.09,2
105/11/07,79000,23980,0.31,0.32,0.24,0.24,-0.16,5
105/11/08,40000,10160,0.27,0.27,0.24,0.26,+0.02,3
105/11/09,23000,3910,0.17,0.17,0.17,0.17,-0.09,1
105/11/10,61000,10620,0.15,0.19,0.15,0.18,+0.01,5
105/11/11,52000,11240,0.21,0.23,0.21,0.23,+0.05,2
105/11/14,255000,59610,0.21,0.25,0.21,0.24,+0.01,6
105/11/15,171000,46210,0.26,0.32,0.26,0.32,+0.08,6
105/11/16,49000,15770,0.33,0.33,0.29,0.33,+0.01,3
105/11/17,38000,11540,0.33,0.33,0.29,0.31,-0.02,3
105/11/18,45000,12080,0.29,0.29,0.24,0.27,-0.04,5
105/11/21,43000,12200,0.28,0.29,0.28,0.29,+0.02,2
105/11/22,35000,10960,0.31,0.34,0.30,0.34,+0.05,3
105/11/23,0,0,---,---,---,---,---,0
105/11/24,19000,6080,0.32,0.32,0.32,0.32,-0.02,1
105/11/25,66000,26670,0.36,0.45,0.36,0.45,+0.13,7
105/11/28,809000,459750,0.52,0.63,0.51,0.59,+0.14,20
105/11/29,346000,183880,0.53,0.54,0.50,0.50,-0.09,4
105/11/30,437000,242580,0.57,0.61,0.48,0.48,-0.02,7
105/12/01,87000,34310,0.37,0.42,0.37,0.42,-0.06,7
105/12/02,31000,11350,0.35,0.38,0.35,0.37,-0.05,3
