105/08/24,10000,3300,0.33,0.33,0.33,0.33,-0.01,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,20000,7700,0.39,0.39,0.38,0.38,+0.06,2
105/08/29,21000,7370,0.37,0.37,0.35,0.35,-0.03,2
105/08/30,18000,7220,0.41,0.41,0.39,0.39,+0.04,2
105/08/31,18000,6300,0.35,0.35,0.35,0.35,-0.04,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,13000,4520,0.35,0.35,0.34,0.34,+0.02,2
105/09/05,13000,3770,0.29,0.29,0.29,0.29,-0.05,2
105/09/06,0,0,---,---,---,---,---,0
105/09/07,5000,1350,0.27,0.27,0.27,0.27,+0.01,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,9000,2250,0.25,0.25,0.25,0.25,0.00,1
105/09/13,14000,2520,0.18,0.18,0.18,0.18,-0.07,1
105/09/14,1000,180,0.18,0.18,0.18,0.18,0.00,1
105/09/19,10000,1900,0.19,0.19,0.19,0.19,+0.01,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,20000,4600,0.23,0.23,0.23,0.23,+0.05,2
105/09/22,0,0,---,---,---,---,---,0
105/09/23,27000,6480,0.23,0.25,0.23,0.25,+0.02,3
105/09/26,76000,17480,0.23,0.23,0.23,0.23,-0.02,4
105/09/29,16000,3840,0.24,0.24,0.24,0.24,+0.01,2
105/09/30,8000,1760,0.22,0.22,0.22,0.22,-0.02,1
105/10/03,63000,13240,0.22,0.22,0.21,0.21,-0.01,4
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,19000,2090,0.11,0.11,0.11,0.11,-0.01,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
