105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,154000,100100,0.65,0.65,0.65,0.65,+0.02,1
105/10/20,154000,101640,0.66,0.66,0.66,0.66,+0.01,1
105/10/21,5000,3420,0.68,0.69,0.68,0.69,+0.03,2
105/10/24,5000,3450,0.69,0.69,0.69,0.69,0.00,1
105/10/25,186000,126540,0.68,0.71,0.68,0.71,+0.02,2
105/10/26,3829000,3124680,0.78,0.84,0.78,0.84,+0.13,20
105/10/27,4481000,3771430,0.87,0.90,0.82,0.88,+0.04,39
105/10/28,611000,537480,0.88,0.88,0.86,0.86,-0.02,5
105/10/31,8000,6910,0.82,0.89,0.82,0.89,+0.03,2
105/11/01,15000,12450,0.85,0.85,0.82,0.82,-0.07,2
105/11/02,165000,128700,0.78,0.78,0.78,0.78,-0.04,1
105/11/03,0,0,---,---,---,---,---,0
105/11/04,425000,322870,0.75,0.81,0.74,0.80,+0.11,5
105/11/07,407000,331360,0.80,0.82,0.76,0.76,-0.04,4
105/11/08,20000,14200,0.71,0.71,0.71,0.71,-0.05,1
105/11/09,27000,16740,0.62,0.62,0.62,0.62,-0.09,3
105/11/10,10000,6300,0.63,0.63,0.63,0.63,+0.01,1
105/11/11,2000,1110,0.56,0.56,0.55,0.55,-0.08,2
105/11/14,15000,7800,0.52,0.52,0.52,0.52,-0.03,1
105/11/15,65000,32370,0.52,0.52,0.49,0.49,-0.03,4
105/11/16,62000,31360,0.51,0.51,0.48,0.49,0.00,3
105/11/17,107000,47250,0.45,0.46,0.43,0.44,-0.05,8
105/11/18,22000,10000,0.45,0.46,0.45,0.45,+0.01,3
105/11/21,32000,14860,0.46,0.48,0.46,0.48,+0.03,3
105/11/22,1172000,619560,0.50,0.57,0.50,0.57,+0.09,17
105/11/23,2118000,1200390,0.57,0.58,0.55,0.57,0.00,21
105/11/24,1101000,572540,0.54,0.54,0.52,0.52,-0.05,7
105/11/25,18000,9540,0.53,0.53,0.53,0.53,+0.01,1
105/11/28,2369000,1458510,0.57,0.67,0.57,0.61,+0.08,18
105/11/29,1463000,853490,0.60,0.60,0.56,0.56,-0.05,11
105/11/30,11000,5840,0.54,0.54,0.53,0.53,-0.03,2
105/12/01,22000,11670,0.54,0.54,0.52,0.53,0.00,4
105/12/02,901000,459530,0.53,0.53,0.51,0.51,-0.02,7
