105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,35000,33150,0.96,0.96,0.93,0.93,+0.01,2
105/09/06,310000,330200,0.97,1.08,0.97,1.04,+0.11,6
105/09/07,270000,281150,1.05,1.08,1.02,1.08,+0.04,9
105/09/08,2098000,2601490,1.10,1.39,1.10,1.31,+0.23,35
105/09/09,2877000,4065420,1.24,1.68,1.20,1.55,+0.24,106
105/09/10,2374000,3481880,1.39,1.64,1.37,1.54,-0.01,78
105/09/12,1748000,2674280,1.54,1.61,1.46,1.46,-0.08,81
105/09/13,431000,597550,1.47,1.47,1.31,1.31,-0.15,15
105/09/14,1152000,1594410,1.36,1.41,1.32,1.38,+0.07,32
105/09/19,1574000,2386980,1.52,1.56,1.47,1.49,+0.11,39
105/09/20,723000,1049410,1.46,1.49,1.40,1.46,-0.03,28
105/09/21,433000,637480,1.49,1.52,1.44,1.44,-0.02,26
105/09/22,90000,127950,1.42,1.43,1.41,1.43,-0.01,7
105/09/23,1085000,1818400,1.51,1.84,1.51,1.76,+0.33,37
105/09/26,2180000,4058740,1.76,2.21,1.69,2.02,+0.26,129
105/09/29,1040000,2107800,2.00,2.09,1.96,1.97,-0.05,69
105/09/30,349000,707720,1.96,2.16,1.96,2.08,+0.11,12
105/10/03,216000,485940,2.23,2.41,2.16,2.32,+0.24,16
105/10/04,68000,170950,2.48,2.61,2.41,2.61,+0.29,4
105/10/05,1000,2540,2.54,2.54,2.54,2.54,-0.07,1
105/10/06,10000,22900,2.29,2.29,2.29,2.29,-0.25,1
105/10/07,57000,134740,2.36,2.42,2.30,2.30,+0.01,4
105/10/11,53000,94420,1.79,1.79,1.64,1.64,-0.66,2
105/10/12,67000,119240,1.76,1.78,1.76,1.78,+0.14,4
105/10/13,833000,1474290,1.79,1.83,1.70,1.70,-0.08,11
105/10/14,162000,232280,1.45,1.48,1.39,1.48,-0.22,11
105/10/17,82000,119960,1.46,1.48,1.46,1.47,-0.01,3
105/10/18,94000,132470,1.41,1.47,1.40,1.46,-0.01,7
105/10/19,580000,1055520,1.61,1.95,1.61,1.84,+0.38,23
105/10/20,517000,977120,1.90,1.94,1.79,1.79,-0.05,29
105/10/21,37000,63470,1.72,1.73,1.66,1.68,-0.11,5
105/10/24,10000,15500,1.55,1.55,1.55,1.55,-0.13,1
105/10/25,29000,50050,1.64,1.77,1.64,1.73,+0.18,4
105/10/26,29000,49030,1.67,1.70,1.67,1.70,-0.03,2
105/10/27,171000,286290,1.79,1.79,1.66,1.68,-0.02,5
105/10/28,189000,334330,1.75,1.80,1.73,1.77,+0.09,14
105/10/31,64000,103680,1.65,1.65,1.53,1.64,-0.13,6
105/11/01,36000,58400,1.65,1.65,1.55,1.55,-0.09,4
