105/08/31,0,0,---,---,---,---,---,0
105/09/01,5000,7200,1.44,1.44,1.44,1.44,0.00,1
105/09/02,15000,18200,1.10,1.27,1.10,1.27,-0.17,2
105/09/05,0,0,---,---,---,---,---,0
105/09/06,233000,273570,1.17,1.18,1.17,1.18,-0.01,5
105/09/07,1040000,1377500,1.36,1.36,1.29,1.30,+0.12,34
105/09/08,1116000,1445030,1.27,1.33,1.23,1.33,+0.03,32
105/09/09,3840000,6033170,1.29,1.73,1.28,1.57,+0.24,119
105/09/10,2453000,3609940,1.45,1.53,1.40,1.52,-0.05,60
105/09/12,1282000,1974860,1.53,1.63,1.44,1.44,-0.08,48
105/09/13,1456000,2044650,1.45,1.47,1.28,1.36,-0.08,37
105/09/14,652000,883700,1.36,1.40,1.32,1.36,0.00,17
105/09/19,377000,544270,1.47,1.47,1.39,1.42,+0.06,16
105/09/20,673000,957400,1.42,1.45,1.40,1.42,0.00,19
105/09/21,489000,735150,1.47,1.55,1.47,1.49,+0.07,23
105/09/22,3301000,5173320,1.57,1.63,1.53,1.56,+0.07,93
105/09/23,314000,490600,1.59,1.59,1.51,1.55,-0.01,13
105/09/26,442000,668030,1.49,1.52,1.49,1.50,-0.05,12
105/09/29,227000,338710,1.52,1.53,1.46,1.46,-0.04,10
105/09/30,62000,91160,1.45,1.48,1.45,1.48,+0.02,3
105/10/03,158000,233250,1.45,1.51,1.45,1.48,0.00,8
105/10/04,202000,302140,1.48,1.51,1.48,1.50,+0.02,4
105/10/05,0,0,---,---,---,---,---,0
105/10/06,737000,1170380,1.62,1.63,1.55,1.59,+0.14,32
105/10/07,82000,126870,1.56,1.57,1.54,1.57,-0.02,11
105/10/11,797000,1091900,1.47,1.52,1.08,1.32,-0.25,28
105/10/12,120000,147730,1.21,1.31,1.21,1.31,-0.01,7
105/10/13,341000,436360,1.27,1.29,1.25,1.28,-0.03,7
105/10/14,100000,113440,1.19,1.19,1.08,1.14,-0.14,13
105/10/17,411000,484590,1.12,1.21,1.12,1.19,+0.05,19
105/10/18,336000,389860,1.17,1.17,1.13,1.15,-0.04,18
105/10/19,770000,908510,1.17,1.20,1.16,1.20,+0.05,13
105/10/20,246000,285050,1.14,1.19,1.14,1.18,-0.02,12
105/10/21,732000,861000,1.18,1.19,1.16,1.16,-0.02,17
105/10/24,242000,274890,1.18,1.18,1.09,1.09,-0.07,16
105/10/25,138000,147780,1.08,1.08,1.05,1.08,-0.01,19
105/10/26,423000,484410,1.10,1.15,1.10,1.12,+0.04,21
105/10/27,210000,232370,1.11,1.13,1.08,1.09,-0.03,16
105/10/28,43000,43680,1.06,1.06,1.01,1.03,-0.06,3
105/10/31,23000,22870,0.99,1.00,0.99,1.00,-0.03,3
