105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,30000,24600,0.82,0.82,0.82,0.82,+0.02,1
105/11/17,30000,23100,0.77,0.77,0.77,0.77,-0.05,1
105/11/18,688000,594240,0.84,0.89,0.84,0.86,+0.09,11
105/11/21,3194000,2826390,0.88,0.90,0.87,0.90,+0.04,54
105/11/22,3826000,3527220,0.92,0.95,0.88,0.90,0.00,62
105/11/23,2159000,2087110,0.95,1.00,0.94,0.95,+0.05,45
105/11/24,5798000,5961190,0.92,1.14,0.92,1.08,+0.13,143
105/11/25,3748000,4173780,1.15,1.17,1.03,1.03,-0.05,132
105/11/28,6110000,7068570,1.07,1.28,1.07,1.16,+0.13,122
105/11/29,3557000,4131280,1.19,1.20,1.12,1.16,0.00,106
105/11/30,337000,391250,1.18,1.18,1.13,1.14,-0.02,13
105/12/01,1816000,2182680,1.18,1.27,1.12,1.12,-0.02,43
105/12/02,341000,361110,1.01,1.10,1.01,1.10,-0.02,10
105/12/05,884000,947850,1.07,1.08,1.05,1.08,-0.02,15
105/12/06,0,0,---,---,---,---,---,0
105/12/07,45000,46400,1.04,1.04,1.03,1.03,-0.05,2
105/12/08,81000,81810,1.05,1.05,1.00,1.01,-0.02,4
105/12/09,730000,738680,1.00,1.04,0.98,1.04,+0.03,32
105/12/12,947000,960430,1.03,1.03,0.99,1.00,-0.04,29
105/12/13,348000,326940,0.97,0.97,0.91,0.91,-0.09,10
105/12/14,273000,248830,0.91,0.93,0.91,0.91,0.00,4
105/12/15,515000,482090,0.93,0.95,0.93,0.93,+0.02,8
105/12/16,497000,475390,0.95,0.99,0.93,0.99,+0.06,9
105/12/19,1616000,1679000,1.01,1.06,1.01,1.03,+0.04,37
105/12/20,1004000,1055840,1.10,1.10,1.02,1.04,+0.01,20
105/12/21,316000,310620,1.02,1.02,0.97,0.97,-0.07,9
105/12/22,1019000,1007610,1.00,1.00,0.97,1.00,+0.03,30
