105/09/09,0,0,---,---,---,---,---,0
105/09/10,80000,160400,2.00,2.01,2.00,2.01,+0.06,2
105/09/12,80000,160000,2.00,2.00,2.00,2.00,-0.01,1
105/09/13,198000,392370,1.94,2.00,1.94,2.00,0.00,6
105/09/14,198000,389180,1.98,1.98,1.94,1.94,-0.06,4
105/09/19,0,0,---,---,---,---,---,0
105/09/20,5000,9100,1.82,1.82,1.82,1.82,-0.02,1
105/09/21,0,0,---,---,---,---,---,0
105/09/22,5000,9000,1.80,1.80,1.80,1.80,-0.06,1
105/09/23,22000,40920,1.86,1.86,1.86,1.86,+0.06,1
105/09/26,187000,354220,1.88,1.92,1.88,1.92,+0.06,5
105/09/29,1154000,2286890,1.91,2.04,1.91,2.04,+0.12,17
105/09/30,995000,1980950,2.00,2.01,1.97,2.00,-0.04,14
105/10/03,18000,34900,1.95,1.95,1.93,1.93,-0.07,3
105/10/04,1000,1940,1.94,1.94,1.94,1.94,+0.01,1
105/10/05,11000,20740,1.89,1.89,1.88,1.88,-0.06,3
105/10/06,105000,202650,1.93,1.93,1.93,1.93,+0.05,2
105/10/07,105000,200550,1.91,1.91,1.91,1.91,-0.02,2
105/10/11,632000,1207270,1.89,1.95,1.89,1.95,+0.04,8
105/10/12,632000,1175530,1.83,1.89,1.82,1.88,-0.07,33
105/10/13,65000,120900,1.86,1.86,1.86,1.86,-0.02,1
105/10/14,176000,332470,1.88,1.90,1.88,1.90,+0.04,5
105/10/17,220000,417080,1.87,1.94,1.87,1.94,+0.04,5
105/10/18,116000,218580,1.87,1.89,1.87,1.89,-0.05,3
105/10/19,5000,9250,1.85,1.85,1.85,1.85,-0.04,1
105/10/20,12000,21410,1.78,1.79,1.78,1.78,-0.07,3
105/10/21,5000,8500,1.70,1.70,1.70,1.70,-0.08,1
105/10/24,85000,138310,1.63,1.63,1.62,1.62,-0.08,2
105/10/25,158000,245510,1.56,1.56,1.55,1.55,-0.07,2
105/10/26,207000,303180,1.54,1.54,1.37,1.38,-0.17,10
105/10/27,122000,168820,1.37,1.40,1.37,1.40,+0.02,6
105/10/28,223000,313980,1.37,1.44,1.37,1.44,+0.04,8
105/10/31,572000,830980,1.42,1.49,1.42,1.45,+0.01,10
