105/09/22,0,0,---,---,---,---,---,0
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,8000,21990,2.73,2.76,2.73,2.76,-0.33,2
105/09/30,337000,890080,2.64,2.65,2.64,2.65,-0.11,6
105/10/03,40000,106000,2.65,2.65,2.65,2.65,0.00,3
105/10/04,50000,133510,2.83,2.83,2.66,2.66,+0.01,2
105/10/05,293000,731120,2.50,2.54,2.44,2.45,-0.21,7
105/10/06,106000,319600,2.93,3.11,2.93,3.11,+0.66,10
105/10/07,73000,220430,3.05,3.05,2.99,2.99,-0.12,8
105/10/11,19000,54110,3.01,3.01,2.82,2.82,-0.17,3
105/10/12,64000,177780,2.71,2.81,2.71,2.80,-0.02,5
105/10/13,64000,177920,2.78,2.78,2.78,2.78,-0.02,5
105/10/14,53000,143680,2.75,2.80,2.60,2.60,-0.18,5
105/10/17,65000,156240,2.40,2.42,2.40,2.42,-0.18,5
105/10/18,12000,30240,2.52,2.52,2.52,2.52,+0.10,1
105/10/19,17000,41140,2.42,2.42,2.42,2.42,-0.10,1
105/10/20,17000,43010,2.53,2.53,2.53,2.53,+0.11,1
105/10/21,0,0,---,---,---,---,---,0
105/10/24,81000,228790,2.82,2.84,2.82,2.84,+0.26,3
105/10/25,81000,236280,2.93,2.93,2.78,2.78,-0.06,3
105/10/26,0,0,---,---,---,---,---,0
105/10/27,20000,53600,2.67,2.69,2.67,2.69,+0.11,2
105/10/28,20000,50000,2.50,2.50,2.50,2.50,-0.19,1
105/10/31,213000,570840,2.68,2.68,2.68,2.68,+0.18,3
105/11/01,0,0,---,---,---,---,---,0
105/11/02,223000,522570,2.41,2.41,2.31,2.31,-0.33,3
105/11/03,520000,1001300,2.21,2.21,1.60,1.60,-0.71,21
105/11/04,45000,68840,1.49,1.64,1.49,1.54,-0.06,8
105/11/07,223000,273260,1.40,1.40,1.11,1.24,-0.30,11
105/11/08,524000,506300,1.13,1.15,0.85,0.86,-0.38,30
105/11/09,1412000,1101310,0.99,0.99,0.67,0.72,-0.14,42
105/11/10,2546000,2182500,0.89,0.94,0.75,0.86,+0.14,55
105/11/11,1735000,1302600,0.74,0.80,0.71,0.80,-0.06,33
105/11/14,617000,483380,0.81,0.83,0.75,0.82,+0.02,18
105/11/15,819000,559000,0.74,0.74,0.61,0.65,-0.17,25
105/11/16,293000,169910,0.60,0.69,0.48,0.50,-0.15,22
105/11/17,752000,366520,0.49,0.55,0.43,0.52,+0.02,21
105/11/18,647000,350540,0.52,0.61,0.49,0.56,+0.04,16
105/11/21,783000,464450,0.57,0.61,0.53,0.53,-0.03,18
105/11/22,987000,531350,0.54,0.59,0.52,0.55,+0.02,16
105/11/23,1173000,695210,0.57,0.62,0.57,0.58,+0.03,29
105/11/24,1626000,936770,0.57,0.60,0.55,0.56,-0.02,36
105/11/25,2441000,1483770,0.59,0.63,0.59,0.60,+0.04,33
105/11/28,2556000,1570070,0.62,0.64,0.57,0.63,+0.03,21
105/11/29,1782000,810960,0.58,0.58,0.40,0.41,-0.22,36
105/11/30,1950000,693640,0.37,0.38,0.33,0.35,-0.06,44
105/12/01,992000,341900,0.35,0.35,0.33,0.35,0.00,15
105/12/02,1220000,353890,0.36,0.36,0.25,0.27,-0.08,21
105/12/05,450000,132300,0.26,0.31,0.26,0.31,+0.04,19
105/12/06,822000,344920,0.41,0.51,0.39,0.51,+0.20,37
105/12/07,1254000,599820,0.50,0.51,0.46,0.47,-0.04,20
105/12/08,1305000,617250,0.50,0.50,0.42,0.42,-0.05,18
