105/08/24,272000,154620,0.56,0.57,0.56,0.57,+0.02,5
105/08/25,209000,112920,0.54,0.55,0.54,0.55,-0.02,4
105/08/26,51000,26920,0.54,0.56,0.52,0.56,+0.01,3
105/08/29,0,0,---,---,---,---,---,0
105/08/30,51000,30340,0.59,0.60,0.59,0.60,+0.07,6
105/08/31,25000,14250,0.57,0.57,0.57,0.57,-0.03,1
105/09/01,10000,5500,0.55,0.55,0.55,0.55,-0.02,1
105/09/02,7000,3440,0.49,0.50,0.49,0.50,-0.05,2
105/09/05,4000,2040,0.51,0.51,0.51,0.51,+0.01,1
105/09/06,5000,2600,0.52,0.52,0.52,0.52,+0.01,1
105/09/07,5000,2700,0.54,0.54,0.54,0.54,+0.02,1
105/09/08,210000,115600,0.55,0.56,0.55,0.56,+0.02,4
105/09/09,20000,11100,0.53,0.58,0.53,0.58,+0.02,2
105/09/10,15000,7850,0.52,0.53,0.52,0.53,-0.05,2
105/09/12,20000,10700,0.54,0.54,0.53,0.53,0.00,2
105/09/13,205000,96400,0.47,0.48,0.47,0.48,-0.05,2
105/09/14,20000,9200,0.46,0.46,0.46,0.46,-0.02,2
105/09/19,2000,1000,0.51,0.51,0.49,0.49,+0.03,2
105/09/20,24000,11460,0.47,0.49,0.47,0.49,0.00,3
105/09/21,22000,10330,0.47,0.47,0.46,0.47,-0.02,4
105/09/22,160000,78400,0.49,0.49,0.49,0.49,+0.02,2
105/09/23,160000,77400,0.51,0.51,0.48,0.49,0.00,5
105/09/26,0,0,---,---,---,---,---,0
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,0,0,---,---,---,---,---,0
105/10/04,40000,17500,0.43,0.46,0.43,0.46,+0.01,2
105/10/05,16000,6970,0.42,0.45,0.42,0.45,-0.01,3
105/10/06,34000,13950,0.40,0.43,0.40,0.42,-0.03,6
105/10/07,10000,4100,0.41,0.41,0.41,0.41,-0.01,1
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
