105/08/24,33000,36610,1.12,1.12,1.07,1.07,-0.07,4
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,18000,18540,1.03,1.03,1.03,1.03,-0.04,1
105/08/30,0,0,---,---,---,---,---,0
105/08/31,3000,3240,1.08,1.08,1.08,1.08,+0.05,1
105/09/01,1000,1240,1.24,1.24,1.24,1.24,+0.16,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,2000,2200,1.10,1.10,1.10,1.10,-0.05,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,4000,4880,1.22,1.22,1.22,1.22,+0.22,1
105/09/12,4000,3960,0.99,0.99,0.99,0.99,-0.23,1
