105/10/24,0,0,---,---,---,---,---,0
105/10/25,571000,648290,1.13,1.14,1.13,1.14,+0.02,6
105/10/26,558000,620050,1.12,1.12,1.10,1.10,-0.04,9
105/10/27,0,0,---,---,---,---,---,0
105/10/28,14000,14980,1.07,1.08,1.06,1.06,-0.03,3
105/10/31,0,0,---,---,---,---,---,0
105/11/01,20000,20000,1.00,1.00,1.00,1.00,-0.03,1
105/11/02,34000,30500,0.89,0.91,0.89,0.89,-0.11,4
105/11/03,11000,9630,0.88,0.89,0.86,0.89,0.00,4
105/11/04,1000,900,0.90,0.90,0.90,0.90,+0.01,1
105/11/07,34000,30520,0.90,0.91,0.89,0.91,+0.01,6
105/11/08,21000,18140,0.91,0.91,0.86,0.89,-0.02,3
105/11/09,132000,91910,0.81,0.88,0.64,0.64,-0.25,16
105/11/10,88000,63540,0.70,0.76,0.70,0.76,+0.12,12
105/11/11,79000,50680,0.65,0.67,0.62,0.67,-0.09,8
105/11/14,87000,58580,0.69,0.69,0.65,0.65,-0.02,4
105/11/15,37000,25030,0.68,0.68,0.65,0.68,+0.03,7
105/11/16,72000,50820,0.69,0.73,0.69,0.73,+0.05,4
105/11/17,70000,49700,0.71,0.71,0.71,0.71,-0.02,1
105/11/18,895000,701200,0.71,0.80,0.71,0.80,+0.09,17
105/11/21,627000,504730,0.79,0.85,0.79,0.83,+0.03,17
105/11/22,1253000,1015820,0.82,0.84,0.80,0.80,-0.03,19
105/11/23,504000,378530,0.78,0.78,0.75,0.75,-0.05,6
