105/09/26,0,0,---,---,---,---,---,0
105/09/29,732000,852630,1.15,1.26,1.15,1.26,+0.22,12
105/09/30,1025000,1577390,1.32,1.57,1.32,1.52,+0.26,31
105/10/03,890000,1349170,1.52,1.59,1.44,1.51,-0.01,34
105/10/04,773000,1105190,1.46,1.46,1.37,1.45,-0.06,23
105/10/05,680000,998690,1.44,1.52,1.43,1.48,+0.03,26
105/10/06,1456000,2668350,1.58,2.02,1.58,2.02,+0.54,79
105/10/07,1046000,2028090,1.95,1.99,1.80,1.90,-0.12,67
105/10/11,336000,528600,1.85,1.85,1.48,1.52,-0.38,25
105/10/12,543000,813890,1.54,1.60,1.39,1.43,-0.09,31
105/10/13,410000,557610,1.42,1.45,1.27,1.31,-0.12,27
105/10/14,525000,578710,1.22,1.26,0.95,0.96,-0.35,49
105/10/17,1228000,1406870,1.06,1.28,0.98,1.22,+0.26,41
105/10/18,1143000,1347890,1.16,1.24,1.10,1.16,-0.06,28
105/10/19,589000,767480,1.22,1.34,1.22,1.27,+0.11,14
105/10/20,938000,1363870,1.37,1.65,1.37,1.56,+0.29,37
105/10/21,858000,1454790,1.64,1.76,1.57,1.57,+0.01,33
105/10/24,287000,428570,1.57,1.58,1.38,1.40,-0.17,22
105/10/25,1076000,1765940,1.51,1.73,1.50,1.67,+0.27,47
105/10/26,760000,1129630,1.54,1.59,1.38,1.43,-0.24,49
105/10/27,208000,292140,1.35,1.51,1.35,1.39,-0.04,20
105/10/28,136000,191310,1.41,1.43,1.36,1.42,+0.03,12
105/10/31,257000,368250,1.40,1.49,1.36,1.44,+0.02,19
105/11/01,172000,236890,1.37,1.41,1.35,1.36,-0.08,11
105/11/02,279000,316700,1.25,1.26,0.92,1.01,-0.35,26
105/11/03,431000,472140,1.05,1.18,1.01,1.08,+0.07,26
105/11/04,1748000,2209130,1.08,1.36,1.07,1.25,+0.17,43
105/11/07,1447000,1746400,1.31,1.31,1.07,1.12,-0.13,41
105/11/08,100000,108180,1.20,1.22,1.02,1.06,-0.06,13
105/11/09,198000,220460,1.13,1.19,0.99,1.03,-0.03,15
105/11/10,457000,549060,1.10,1.31,1.10,1.29,+0.26,33
105/11/11,245000,294560,1.18,1.25,1.15,1.24,-0.05,18
105/11/14,95000,102130,1.05,1.25,1.00,1.16,-0.08,13
105/11/15,166000,207330,1.18,1.30,1.16,1.16,0.00,17
105/11/16,500000,612500,1.27,1.27,1.19,1.22,+0.06,16
105/11/17,335000,411120,1.20,1.26,1.19,1.22,0.00,14
105/11/18,1182000,1617830,1.24,1.52,1.24,1.46,+0.24,43
105/11/21,1305000,1897930,1.54,1.55,1.40,1.50,+0.04,51
105/11/22,1158000,1927240,1.59,1.79,1.56,1.57,+0.07,54
105/11/23,557000,935750,1.72,1.76,1.46,1.46,-0.11,42
105/11/24,108000,143890,1.35,1.41,1.27,1.27,-0.19,12
105/11/25,59000,78670,1.30,1.37,1.27,1.27,0.00,9
105/11/28,394000,556960,1.33,1.50,1.26,1.47,+0.20,22
105/11/29,432000,660480,1.51,1.58,1.46,1.47,0.00,26
105/11/30,243000,340880,1.49,1.49,1.30,1.35,-0.12,25
105/12/01,107000,153450,1.46,1.46,1.33,1.33,-0.02,8
