105/08/24,0,0,---,---,---,---,---,0
105/08/25,0,0,---,---,---,---,---,0
105/08/26,72000,74220,1.04,1.04,1.00,1.00,-0.26,3
105/08/29,184000,186050,1.06,1.06,1.00,1.00,0.00,4
105/08/30,116000,105400,0.91,0.91,0.89,0.89,-0.11,3
105/08/31,7000,6440,0.92,0.92,0.92,0.92,+0.03,1
105/09/01,15000,13250,0.87,0.89,0.87,0.89,-0.03,2
105/09/02,0,0,---,---,---,---,---,0
105/09/05,20000,13800,0.72,0.72,0.67,0.67,-0.15,2
105/09/06,1036000,933960,0.79,1.00,0.79,1.00,+0.33,13
105/09/07,1032000,906320,0.90,0.90,0.85,0.86,-0.14,29
105/09/08,574000,497220,0.86,0.87,0.86,0.86,0.00,6
105/09/09,729000,579070,0.81,0.81,0.77,0.77,-0.09,8
105/09/10,200000,120200,0.60,0.62,0.60,0.60,-0.17,4
105/09/12,25000,15000,0.60,0.60,0.60,0.60,0.00,2
105/09/13,64000,30730,0.60,0.60,0.47,0.47,-0.13,2
105/09/14,79000,32390,0.41,0.41,0.41,0.41,-0.06,2
105/09/19,691000,333540,0.48,0.49,0.47,0.49,+0.08,6
105/09/20,3141000,1930190,0.52,0.73,0.51,0.70,+0.21,39
105/09/21,2886000,2040730,0.74,0.74,0.64,0.72,+0.02,59
105/09/22,1093000,840750,0.77,0.79,0.74,0.76,+0.04,28
105/09/23,1246000,1015870,0.77,0.96,0.77,0.87,+0.11,31
105/09/26,620000,569400,0.93,0.93,0.89,0.91,+0.04,25
105/09/29,68000,58130,0.88,0.88,0.84,0.85,-0.06,10
105/09/30,554000,397370,0.72,0.73,0.70,0.72,-0.13,19
105/10/03,1001000,692440,0.72,0.72,0.60,0.60,-0.12,36
105/10/04,1037000,518580,0.56,0.56,0.47,0.47,-0.13,24
105/10/05,2379000,1056920,0.40,0.52,0.36,0.52,+0.05,43
105/10/06,2598000,1361710,0.52,0.55,0.49,0.52,0.00,49
105/10/07,495000,231890,0.45,0.48,0.45,0.47,-0.05,15
105/10/11,1800000,862640,0.47,0.52,0.42,0.45,-0.02,35
105/10/12,1123000,517400,0.45,0.49,0.42,0.42,-0.03,16
105/10/13,590000,247180,0.43,0.45,0.40,0.42,0.00,19
105/10/14,744000,264430,0.39,0.39,0.33,0.34,-0.08,21
105/10/17,2081000,654350,0.31,0.34,0.27,0.34,0.00,32
105/10/18,2194000,729420,0.34,0.35,0.33,0.33,-0.01,26
105/10/19,924000,314100,0.33,0.35,0.32,0.32,-0.01,10
105/10/20,433000,119160,0.28,0.29,0.24,0.24,-0.08,7
105/10/21,405000,83310,0.21,0.22,0.20,0.20,-0.04,7
105/10/24,439000,71150,0.17,0.17,0.14,0.14,-0.06,6
105/10/25,1140000,252700,0.18,0.25,0.18,0.25,+0.11,12
105/10/26,1604000,376340,0.22,0.25,0.21,0.21,-0.04,18
105/10/27,708000,158760,0.23,0.24,0.22,0.23,+0.02,8
105/10/28,771000,157350,0.20,0.23,0.19,0.23,0.00,7
105/10/31,4000,600,0.15,0.15,0.15,0.15,-0.08,1
