105/11/17,0,0,---,---,---,---,---,0
105/11/18,250000,184300,0.72,0.75,0.72,0.75,+0.04,9
105/11/21,530000,407600,0.76,0.78,0.76,0.77,+0.02,7
105/11/22,944000,811820,0.79,0.97,0.79,0.97,+0.20,46
105/11/23,620000,588800,0.99,0.99,0.93,0.96,-0.01,22
105/11/24,340000,309420,0.90,0.93,0.87,0.88,-0.08,18
105/11/25,304000,279460,0.88,0.95,0.88,0.95,+0.07,27
105/11/28,1693000,1776530,1.00,1.12,0.98,1.05,+0.10,66
105/11/29,1189000,1200280,1.06,1.06,0.95,0.95,-0.10,24
105/11/30,632000,572750,0.95,0.95,0.88,0.90,-0.05,31
105/12/01,183000,164120,0.90,0.92,0.88,0.90,0.00,6
105/12/02,269000,234030,0.87,0.88,0.86,0.86,-0.04,9
105/12/05,30000,26100,0.87,0.87,0.87,0.87,+0.01,1
105/12/06,170000,151700,0.88,0.90,0.88,0.90,+0.03,13
105/12/07,213000,202540,0.94,0.97,0.94,0.96,+0.06,6
105/12/08,894000,846500,0.95,0.95,0.94,0.94,-0.02,13
105/12/09,40000,37200,0.93,0.93,0.93,0.93,-0.01,1
105/12/12,16000,15820,0.99,0.99,0.97,0.97,+0.04,2
105/12/13,121000,114960,0.96,0.96,0.95,0.95,-0.02,4
105/12/14,220000,211200,0.96,0.96,0.96,0.96,+0.01,4
105/12/15,331000,328450,0.97,1.01,0.96,1.01,+0.05,9
105/12/16,817000,953150,1.07,1.58,1.05,1.41,+0.40,31
105/12/19,572000,791470,1.40,1.45,1.24,1.24,-0.17,34
105/12/20,475000,634930,1.26,1.36,1.26,1.33,+0.09,12
105/12/21,255000,380210,1.51,1.53,1.42,1.42,+0.09,21
105/12/22,36000,48760,1.36,1.36,1.32,1.36,-0.06,3
105/12/23,260000,343800,1.34,1.34,1.28,1.28,-0.08,12
