105/08/24,0,0,---,---,---,---,---,0
105/08/25,5000,4100,0.82,0.82,0.82,0.82,-0.03,1
105/08/26,204000,187480,0.88,0.92,0.88,0.92,+0.10,2
105/08/29,129000,113380,0.87,0.94,0.87,0.94,+0.02,5
105/08/30,349000,325680,0.91,0.99,0.87,0.95,+0.01,8
105/08/31,28000,25480,0.91,0.91,0.91,0.91,-0.04,1
105/09/01,0,0,---,---,---,---,---,0
105/09/02,445000,444130,0.93,1.11,0.93,1.11,+0.29,5
105/09/05,516000,585920,1.13,1.14,1.07,1.07,-0.04,5
105/09/06,233000,245330,1.09,1.14,1.02,1.14,+0.07,8
105/09/07,909000,1182860,1.23,1.34,1.17,1.17,+0.03,25
105/09/08,884000,990670,1.12,1.18,1.07,1.16,-0.01,15
105/09/09,136000,142700,1.02,1.06,1.02,1.06,-0.10,4
105/09/10,143000,135860,0.96,0.98,0.94,0.94,-0.12,9
105/09/12,348000,410610,1.10,1.22,0.98,0.98,+0.04,17
105/09/13,1266000,1200650,1.01,1.04,0.87,0.94,-0.04,41
105/09/14,279000,261570,0.93,0.95,0.92,0.95,+0.01,7
105/09/19,547000,595840,1.07,1.14,1.04,1.12,+0.17,12
105/09/20,371000,385870,1.03,1.06,1.00,1.06,-0.06,9
105/09/21,283000,310140,1.10,1.10,1.02,1.02,-0.04,4
105/09/22,866000,972720,1.06,1.19,1.05,1.18,+0.16,49
105/09/23,2250000,3298170,1.22,1.73,1.22,1.62,+0.44,118
105/09/26,2484000,4058490,1.48,1.81,1.48,1.75,+0.13,123
105/09/29,1200000,1973840,1.79,1.79,1.48,1.48,-0.27,59
105/09/30,2053000,3097150,1.54,1.65,1.38,1.49,+0.01,63
105/10/03,1013000,1531010,1.55,1.55,1.42,1.46,-0.03,21
105/10/04,2514000,4371130,1.71,1.86,1.60,1.63,+0.17,61
105/10/05,541000,857470,1.62,1.65,1.52,1.62,-0.01,24
105/10/06,1198000,2035100,1.74,1.74,1.58,1.63,+0.01,30
105/10/07,1776000,2843870,1.65,1.65,1.54,1.55,-0.08,14
105/10/11,117000,180590,1.70,1.79,1.32,1.53,-0.02,22
105/10/12,32000,46730,1.42,1.54,1.42,1.54,+0.01,11
105/10/13,83000,129660,1.50,1.62,1.46,1.46,-0.08,13
105/10/14,251000,299590,1.45,1.45,1.11,1.11,-0.35,24
105/10/17,35000,40040,1.13,1.18,1.02,1.17,+0.06,9
105/10/18,201000,222920,1.12,1.13,1.10,1.10,-0.07,7
105/10/19,157000,175300,1.13,1.20,0.98,1.20,+0.10,14
105/10/20,526000,710870,1.30,1.44,1.27,1.32,+0.12,21
105/10/21,387000,519010,1.34,1.40,1.28,1.30,-0.02,12
105/10/24,65000,86640,1.32,1.35,1.29,1.34,+0.04,5
105/10/25,449000,561780,1.31,1.31,1.24,1.25,-0.09,6
105/10/26,45000,57290,1.33,1.33,1.22,1.23,-0.02,7
105/10/27,51000,62080,1.18,1.27,1.18,1.25,+0.02,7
105/10/28,133000,156550,1.18,1.25,1.15,1.15,-0.10,6
105/10/31,323000,330570,0.99,1.06,0.99,1.06,-0.09,8
105/11/01,11000,11680,1.06,1.08,1.06,1.08,+0.02,2
105/11/02,103000,97990,0.95,0.98,0.86,0.89,-0.19,8
105/11/03,61000,62170,0.97,1.06,0.97,0.98,+0.09,5
105/11/04,96000,90160,0.96,0.97,0.91,0.94,-0.04,9
105/11/07,21000,20180,0.96,0.98,0.96,0.98,+0.04,2
