105/08/24,320000,64000,0.20,0.20,0.20,0.20,+0.04,6
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,4000,1080,0.27,0.27,0.27,0.27,0.00,1
105/08/30,14000,4140,0.26,0.31,0.26,0.31,+0.04,2
105/08/31,50000,14500,0.29,0.29,0.29,0.29,-0.02,1
105/09/01,10000,2400,0.24,0.24,0.24,0.24,-0.05,1
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,320000,67200,0.21,0.21,0.21,0.21,-0.02,1
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,10000,1800,0.18,0.18,0.18,0.18,-0.01,1
105/09/12,0,0,---,---,---,---,---,0
105/09/13,404000,89930,0.21,0.33,0.21,0.33,+0.12,8
105/09/14,410000,122070,0.28,0.30,0.26,0.30,-0.03,5
105/09/19,10000,2600,0.26,0.26,0.26,0.26,-0.04,1
105/09/20,0,0,---,---,---,---,---,0
105/09/21,10000,2800,0.28,0.28,0.28,0.28,-0.01,1
105/09/22,20000,5600,0.28,0.28,0.28,0.28,0.00,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,0,0,---,---,---,---,---,0
105/09/29,130000,24700,0.19,0.19,0.19,0.19,-0.07,1
