105/10/12,1000,750,0.75,0.75,0.75,0.75,-0.01,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,1000,630,0.63,0.63,0.63,0.63,-0.10,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,100000,57000,0.57,0.57,0.57,0.57,-0.01,1
105/10/20,200000,114000,0.56,0.58,0.56,0.58,+0.01,2
105/10/21,100000,56000,0.56,0.56,0.56,0.56,-0.02,1
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,0,0,---,---,---,---,---,0
105/11/03,30000,9300,0.31,0.31,0.31,0.31,-0.03,1
105/11/04,80000,25100,0.31,0.32,0.31,0.32,+0.01,2
105/11/07,0,0,---,---,---,---,---,0
105/11/08,50000,16000,0.32,0.32,0.32,0.32,0.00,1
