105/10/12,88000,73740,0.80,0.85,0.80,0.85,-0.17,4
105/10/13,68000,56920,0.84,0.84,0.82,0.82,-0.03,2
105/10/14,30000,22800,0.76,0.76,0.76,0.76,-0.06,1
105/10/17,100000,67000,0.67,0.67,0.67,0.67,-0.09,1
105/10/18,388000,266790,0.70,0.76,0.68,0.76,+0.09,5
105/10/19,308000,222540,0.74,0.76,0.70,0.70,-0.06,9
105/10/20,240000,164600,0.70,0.74,0.68,0.74,+0.04,5
105/10/21,394000,268840,0.68,0.70,0.67,0.69,-0.05,15
105/10/24,174000,119020,0.68,0.70,0.68,0.70,+0.01,2
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
