105/11/01,0,0,---,---,---,---,---,0
105/11/02,201000,136710,0.71,0.71,0.68,0.68,-0.03,3
105/11/03,676000,501190,0.72,0.76,0.71,0.71,+0.03,8
105/11/04,141000,102800,0.73,0.73,0.70,0.70,-0.01,3
105/11/07,516000,376680,0.73,0.73,0.73,0.73,+0.03,7
105/11/08,2465000,1981360,0.81,0.83,0.78,0.80,+0.07,37
105/11/09,2001000,1447170,0.78,0.78,0.61,0.61,-0.19,35
105/11/10,1279000,954470,0.75,0.76,0.73,0.74,+0.13,16
105/11/11,155000,107900,0.69,0.71,0.68,0.69,-0.05,7
105/11/14,72000,48900,0.65,0.70,0.65,0.68,-0.01,6
105/11/15,0,0,---,---,---,---,---,0
105/11/16,175000,121400,0.70,0.70,0.66,0.67,-0.01,5
105/11/17,281000,180650,0.66,0.66,0.64,0.65,-0.02,6
105/11/18,977000,727090,0.73,0.77,0.73,0.74,+0.09,19
105/11/21,1292000,958920,0.74,0.77,0.72,0.76,+0.02,38
105/11/22,1678000,1322610,0.80,0.81,0.75,0.77,+0.01,39
105/11/23,1603000,1334780,0.81,0.86,0.80,0.81,+0.04,42
105/11/24,4470000,3919450,0.78,0.98,0.77,0.94,+0.13,110
105/11/25,2748000,2650340,0.99,1.01,0.88,0.88,-0.06,72
105/11/28,2911000,2940870,0.94,1.12,0.94,1.00,+0.12,114
105/11/29,2611000,2608910,1.01,1.03,0.97,1.01,+0.01,67
105/11/30,1336000,1315680,1.01,1.02,0.96,0.99,-0.02,34
105/12/01,2052000,2113780,1.02,1.09,0.96,0.97,-0.02,73
105/12/02,250000,224710,0.88,0.93,0.87,0.93,-0.04,19
105/12/05,133000,122360,0.92,0.93,0.90,0.92,-0.01,6
105/12/06,628000,593280,0.94,0.96,0.93,0.93,+0.01,12
105/12/07,1116000,1015610,0.95,0.96,0.87,0.88,-0.05,18
105/12/08,882000,754150,0.85,0.87,0.85,0.85,-0.03,16
105/12/09,2933000,2534160,0.85,0.90,0.82,0.89,+0.04,56
105/12/12,2123000,1837860,0.87,0.91,0.84,0.84,-0.05,44
105/12/13,1351000,1097280,0.83,0.84,0.76,0.77,-0.07,15
105/12/14,446000,346120,0.79,0.79,0.77,0.78,+0.01,9
105/12/15,652000,517200,0.79,0.81,0.78,0.78,0.00,10
105/12/16,559000,459410,0.80,0.84,0.79,0.84,+0.06,14
105/12/19,1703000,1506300,0.87,0.91,0.86,0.86,+0.02,30
105/12/20,1279000,1157770,0.92,0.94,0.88,0.88,+0.02,33
105/12/21,175000,151260,0.86,0.87,0.83,0.83,-0.05,7
105/12/22,797000,665980,0.82,0.85,0.82,0.82,-0.01,20
105/12/23,1080000,931720,0.88,0.88,0.84,0.84,+0.02,21
