105/08/24,421000,268740,0.62,0.65,0.62,0.64,+0.04,8
105/08/25,351000,203090,0.58,0.59,0.57,0.57,-0.07,6
105/08/26,101000,58410,0.56,0.59,0.56,0.59,+0.02,3
105/08/29,114000,62700,0.55,0.55,0.55,0.55,-0.04,4
105/08/30,104000,56210,0.54,0.55,0.54,0.55,0.00,3
105/08/31,107000,64200,0.60,0.60,0.60,0.60,+0.05,1
105/09/01,137000,83870,0.61,0.62,0.61,0.62,+0.02,3
105/09/02,0,0,---,---,---,---,---,0
105/09/05,14000,7750,0.56,0.56,0.55,0.55,-0.03,2
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,10000,7100,0.71,0.71,0.71,0.71,+0.03,1
105/09/09,9000,6300,0.70,0.70,0.70,0.70,-0.01,1
105/09/10,5000,3250,0.65,0.65,0.65,0.65,-0.05,1
105/09/12,11000,7410,0.69,0.69,0.66,0.66,+0.01,3
105/09/13,11000,6110,0.57,0.57,0.55,0.55,-0.11,2
105/09/14,114000,59280,0.52,0.52,0.52,0.52,-0.03,2
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,55000,27500,0.50,0.50,0.50,0.50,-0.05,1
105/09/23,0,0,---,---,---,---,---,0
105/09/26,73000,35770,0.49,0.49,0.49,0.49,0.00,1
105/09/29,93000,58130,0.61,0.68,0.61,0.68,+0.19,4
105/09/30,20000,13400,0.67,0.67,0.67,0.67,-0.01,1
105/10/03,107000,92020,0.86,0.86,0.86,0.86,+0.19,2
105/10/04,8000,6080,0.76,0.76,0.76,0.76,-0.10,1
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,99000,45540,0.46,0.46,0.46,0.46,-0.07,1
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
