105/10/07,0,0,---,---,---,---,---,0
105/10/11,77000,134590,1.79,1.80,1.57,1.65,+0.03,5
105/10/12,156000,259520,1.67,1.67,1.66,1.66,+0.01,2
105/10/13,695000,1327950,1.93,1.96,1.85,1.94,+0.28,29
105/10/14,864000,1561990,1.84,1.89,1.72,1.75,-0.19,38
105/10/17,1473000,2728380,1.79,1.90,1.79,1.86,+0.11,23
105/10/18,843000,1529990,1.79,1.87,1.78,1.81,-0.05,16
105/10/19,740000,1346930,1.84,1.88,1.75,1.75,-0.06,14
105/10/20,626000,1105540,1.77,1.79,1.76,1.76,+0.01,4
105/10/21,440000,738200,1.70,1.70,1.64,1.64,-0.12,6
105/10/24,46000,71600,1.57,1.57,1.53,1.56,-0.08,3
105/10/25,69000,106880,1.56,1.61,1.53,1.61,+0.05,5
105/10/26,4000,6460,1.62,1.62,1.61,1.61,0.00,2
105/10/27,251000,398360,1.64,1.64,1.55,1.55,-0.06,8
105/10/28,43000,63610,1.48,1.49,1.47,1.48,-0.07,4
105/10/31,18000,25690,1.40,1.47,1.40,1.47,-0.01,2
105/11/01,244000,337400,1.41,1.41,1.35,1.36,-0.11,7
105/11/02,214000,255870,1.29,1.29,1.13,1.13,-0.23,6
105/11/03,202000,209080,1.04,1.05,1.03,1.03,-0.10,4
105/11/04,468000,510120,1.09,1.09,1.09,1.09,+0.06,6
105/11/07,666000,685390,1.08,1.08,0.90,1.01,-0.08,6
105/11/08,20000,20200,1.00,1.02,1.00,1.02,+0.01,2
105/11/09,164000,148200,1.05,1.05,0.80,0.80,-0.22,5
105/11/10,201000,170850,0.85,0.85,0.85,0.85,+0.05,4
105/11/11,227000,170160,0.78,0.78,0.68,0.76,-0.09,4
105/11/14,25000,19850,0.79,0.80,0.79,0.80,+0.04,3
105/11/15,12000,9560,0.82,0.82,0.77,0.77,-0.03,3
105/11/16,118000,97800,0.80,0.86,0.80,0.81,+0.04,7
105/11/17,285000,198100,0.74,0.74,0.67,0.70,-0.11,6
