105/08/24,10000,4000,0.40,0.40,0.40,0.40,-0.03,1
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,4000,1360,0.34,0.34,0.34,0.34,-0.07,1
105/08/30,0,0,---,---,---,---,---,0
105/08/31,500000,145000,0.29,0.29,0.29,0.29,-0.05,4
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,0,0,---,---,---,---,---,0
105/09/06,0,0,---,---,---,---,---,0
105/09/07,0,0,---,---,---,---,---,0
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,480000,105600,0.22,0.22,0.22,0.22,-0.05,2
105/09/12,451000,103250,0.23,0.25,0.22,0.25,+0.03,5
105/09/13,450000,103500,0.23,0.23,0.23,0.23,-0.02,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,0,0,---,---,---,---,---,0
105/09/20,0,0,---,---,---,---,---,0
105/09/21,0,0,---,---,---,---,---,0
105/09/22,0,0,---,---,---,---,---,0
105/09/23,50000,10000,0.20,0.20,0.20,0.20,+0.01,1
105/09/26,10000,1700,0.17,0.17,0.17,0.17,-0.03,1
105/09/29,10000,1400,0.14,0.14,0.14,0.14,-0.03,1
105/09/30,0,0,---,---,---,---,---,0
