105/11/15,0,0,---,---,---,---,---,0
105/11/16,103000,114100,1.10,1.13,1.10,1.12,+0.06,3
105/11/17,363000,353850,1.05,1.05,0.95,0.96,-0.16,6
105/11/18,360000,357100,0.97,1.03,0.97,1.01,+0.05,7
105/11/21,108000,110160,1.02,1.02,1.02,1.02,+0.01,4
105/11/22,624000,681400,1.07,1.12,1.07,1.08,+0.06,10
105/11/23,1364000,1473290,1.07,1.14,1.04,1.11,+0.03,43
105/11/24,980000,1194370,1.18,1.27,1.16,1.16,+0.05,43
105/11/25,139000,158560,1.15,1.16,1.12,1.16,0.00,13
105/11/28,430000,506880,1.20,1.20,1.17,1.17,+0.01,8
105/11/29,533000,646240,1.14,1.24,1.14,1.17,0.00,10
105/11/30,183000,210780,1.15,1.18,1.14,1.14,-0.03,9
105/12/01,350000,439890,1.27,1.28,1.23,1.23,+0.09,16
105/12/02,405000,458000,1.16,1.16,1.08,1.08,-0.15,22
105/12/05,53000,56620,1.07,1.09,1.06,1.06,-0.02,7
105/12/06,154000,170660,1.03,1.15,1.03,1.09,+0.03,27
105/12/07,149000,161330,1.09,1.10,1.07,1.10,+0.01,11
105/12/08,1336000,1597920,1.18,1.21,1.17,1.19,+0.09,26
105/12/09,1139000,1267990,1.14,1.14,1.11,1.13,-0.06,13
105/12/12,70000,79200,1.16,1.16,1.12,1.12,-0.01,5
105/12/13,309000,330010,1.11,1.11,1.06,1.06,-0.06,16
105/12/14,468000,520210,1.07,1.13,1.06,1.12,+0.06,23
105/12/15,474000,493780,1.05,1.06,1.03,1.06,-0.06,24
105/12/16,286000,308720,1.07,1.09,1.07,1.08,+0.02,13
105/12/19,923000,1091030,1.16,1.24,1.10,1.11,+0.03,42
105/12/20,836000,917730,1.08,1.14,1.08,1.14,+0.03,25
105/12/21,110000,122300,1.13,1.13,1.09,1.11,-0.03,7
105/12/22,45000,48500,1.12,1.12,1.04,1.04,-0.07,4
105/12/23,82000,82380,1.02,1.02,0.99,1.00,-0.04,4
105/12/26,176000,190070,1.07,1.11,1.05,1.05,+0.05,8
105/12/27,199000,215390,1.07,1.12,1.06,1.06,+0.01,9
105/12/28,285000,327640,1.12,1.17,1.12,1.17,+0.11,10
105/12/29,136000,150200,1.12,1.12,1.10,1.10,-0.07,6
105/12/30,546000,694060,1.23,1.37,1.23,1.37,+0.27,16
106/01/03,801000,1062510,1.31,1.37,1.25,1.36,-0.01,33
106/01/04,443000,620180,1.41,1.43,1.32,1.32,-0.04,24
106/01/05,178000,234390,1.32,1.36,1.30,1.31,-0.01,10
106/01/06,343000,467230,1.38,1.38,1.32,1.32,+0.01,15
106/01/09,435000,416800,1.12,1.12,0.84,0.84,-0.48,22
106/01/10,722000,586770,0.85,0.85,0.75,0.85,+0.01,29
106/01/11,566000,419890,0.85,0.85,0.65,0.65,-0.20,46
106/01/12,1225000,902280,0.73,0.77,0.67,0.70,+0.05,39
106/01/13,1012000,675470,0.67,0.73,0.63,0.72,+0.02,26
106/01/16,240000,170300,0.69,0.72,0.69,0.71,-0.01,6
106/01/17,229000,168050,0.74,0.74,0.70,0.70,-0.01,8
106/01/18,685000,500400,0.69,0.75,0.69,0.73,+0.03,16
106/01/19,978000,801980,0.72,0.90,0.72,0.80,+0.07,30
106/01/20,785000,632010,0.80,0.82,0.78,0.78,-0.02,33
106/01/23,153000,122270,0.83,0.84,0.76,0.77,-0.01,11
106/01/24,259000,208890,0.82,0.82,0.79,0.79,+0.02,6
106/02/02,119000,93680,0.79,0.80,0.74,0.80,+0.01,10
106/02/03,218000,178310,0.81,0.84,0.79,0.84,+0.04,8
106/02/06,269000,236990,0.89,0.89,0.87,0.89,+0.05,8
106/02/07,302000,273490,0.86,0.93,0.86,0.91,+0.02,7
106/02/08,150000,126010,0.85,0.85,0.81,0.82,-0.09,5
