105/08/24,280000,153600,0.60,0.60,0.51,0.51,-0.09,11
105/08/25,0,0,---,---,---,---,---,0
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,7000,3220,0.46,0.46,0.46,0.46,-0.01,1
105/08/31,52000,22050,0.45,0.45,0.42,0.42,-0.04,3
105/09/01,0,0,---,---,---,---,---,0
105/09/02,0,0,---,---,---,---,---,0
105/09/05,11000,3620,0.32,0.33,0.32,0.33,+0.04,2
105/09/06,1000,330,0.33,0.33,0.33,0.33,0.00,1
105/09/07,0,0,---,---,---,---,---,0
105/09/08,10000,4200,0.42,0.42,0.42,0.42,+0.05,1
105/09/09,30000,10900,0.37,0.37,0.36,0.36,-0.06,2
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,0,0,---,---,---,---,---,0
