105/11/09,0,0,---,---,---,---,---,0
105/11/10,872000,894800,1.02,1.04,1.02,1.03,+0.11,9
105/11/11,842000,822640,0.98,0.98,0.96,0.97,-0.06,5
105/11/14,0,0,---,---,---,---,---,0
105/11/15,0,0,---,---,---,---,---,0
105/11/16,699000,665850,0.95,0.97,0.93,0.93,+0.05,12
105/11/17,699000,630510,0.89,0.92,0.84,0.84,-0.09,8
105/11/18,531000,451300,0.84,0.88,0.82,0.88,+0.04,16
105/11/21,516000,448150,0.86,0.89,0.84,0.89,+0.01,10
105/11/22,124000,112030,0.90,0.92,0.90,0.92,+0.03,6
105/11/23,461000,433940,0.95,0.95,0.94,0.94,+0.02,5
105/11/24,380000,338550,0.90,0.93,0.89,0.89,-0.05,15
105/11/25,202000,184370,0.91,0.92,0.90,0.92,+0.03,6
105/11/28,735000,693450,0.93,0.97,0.93,0.95,+0.03,14
105/11/29,790000,731210,0.94,0.94,0.86,0.87,-0.08,17
105/11/30,230000,192530,0.84,0.84,0.82,0.83,-0.04,8
105/12/01,145000,122460,0.83,0.85,0.81,0.81,-0.02,8
105/12/02,194000,157960,0.81,0.84,0.81,0.84,+0.03,3
105/12/05,90000,72050,0.81,0.81,0.74,0.76,-0.08,5
105/12/06,301000,243310,0.81,0.81,0.79,0.79,+0.03,4
105/12/07,2309000,1880640,0.79,0.83,0.79,0.83,+0.04,21
105/12/08,4771000,4687970,0.90,1.15,0.89,1.11,+0.28,75
105/12/09,2762000,2839840,1.06,1.06,0.99,1.00,-0.11,138
105/12/12,623000,630190,1.00,1.07,0.97,0.98,-0.02,27
105/12/13,216000,205230,0.97,0.97,0.92,0.94,-0.04,10
105/12/14,83000,77990,0.94,0.94,0.93,0.93,-0.01,5
105/12/15,179000,158460,0.93,0.93,0.85,0.85,-0.08,13
105/12/16,106000,85960,0.82,0.83,0.80,0.83,-0.02,10
105/12/19,156000,126690,0.82,0.82,0.78,0.78,-0.05,11
105/12/20,395000,303620,0.79,0.79,0.75,0.75,-0.03,12
105/12/21,208000,161620,0.77,0.79,0.77,0.77,+0.02,8
105/12/22,433000,328310,0.74,0.77,0.74,0.75,-0.02,10
