105/10/20,0,0,---,---,---,---,---,0
105/10/21,243000,219900,0.90,0.92,0.90,0.91,+0.05,4
105/10/24,243000,216440,0.92,0.92,0.88,0.89,-0.02,25
105/10/25,362000,343400,0.94,0.96,0.94,0.96,+0.07,10
105/10/26,294000,291380,0.98,1.01,0.97,0.98,+0.02,19
105/10/27,20000,18600,0.93,0.93,0.93,0.93,-0.05,2
105/10/28,197000,178330,0.91,0.91,0.90,0.90,-0.03,7
105/10/31,15000,12950,0.87,0.87,0.86,0.86,-0.04,2
105/11/01,141000,125440,0.88,0.89,0.88,0.89,+0.03,3
105/11/02,216000,175740,0.82,0.84,0.78,0.78,-0.11,8
105/11/03,80000,55100,0.68,0.70,0.68,0.70,-0.08,5
105/11/04,160000,109000,0.71,0.71,0.65,0.65,-0.05,5
105/11/07,0,0,---,---,---,---,---,0
105/11/08,150000,95900,0.65,0.66,0.60,0.66,-0.05,6
105/11/09,118000,82530,0.70,0.72,0.63,0.66,0.00,8
105/11/10,76000,54350,0.70,0.72,0.70,0.70,+0.04,6
