105/09/29,0,0,---,---,---,---,---,0
105/09/30,924000,789140,0.87,0.89,0.82,0.83,-0.08,16
105/10/03,908000,728500,0.82,0.83,0.74,0.74,-0.09,20
105/10/04,18000,11640,0.63,0.66,0.63,0.66,-0.08,2
105/10/05,377000,251640,0.65,0.68,0.65,0.65,-0.01,14
105/10/06,637000,439080,0.68,0.70,0.66,0.69,+0.04,14
105/10/07,285000,179600,0.64,0.65,0.63,0.65,-0.04,5
105/10/11,72000,46810,0.66,0.68,0.62,0.63,-0.02,6
105/10/12,197000,124990,0.64,0.65,0.63,0.63,0.00,5
105/10/13,397000,242790,0.63,0.63,0.60,0.61,-0.02,6
105/10/14,262000,141370,0.57,0.57,0.52,0.52,-0.09,6
105/10/17,264000,138720,0.47,0.53,0.47,0.52,0.00,4
105/10/18,282000,152380,0.54,0.55,0.54,0.54,+0.02,4
105/10/19,528000,285180,0.55,0.55,0.54,0.54,0.00,9
105/10/20,511000,253150,0.50,0.50,0.45,0.45,-0.09,8
105/10/21,40000,16800,0.42,0.42,0.42,0.42,-0.03,2
105/10/24,166000,59450,0.38,0.38,0.35,0.36,-0.06,5
105/10/25,220000,84200,0.37,0.42,0.37,0.42,+0.06,4
105/10/26,115000,50900,0.44,0.47,0.44,0.47,+0.05,3
105/10/27,20000,8800,0.44,0.44,0.44,0.44,-0.03,1
105/10/28,60000,25800,0.43,0.43,0.43,0.43,-0.01,3
105/10/31,31000,12090,0.39,0.39,0.39,0.39,-0.04,2
105/11/01,301000,95830,0.36,0.36,0.31,0.31,-0.08,5
105/11/02,150000,42000,0.28,0.28,0.28,0.28,-0.03,1
105/11/03,40000,9600,0.24,0.24,0.24,0.24,-0.04,1
105/11/04,0,0,---,---,---,---,---,0
105/11/07,1028000,151170,0.17,0.17,0.13,0.14,-0.08,10
105/11/08,25000,3500,0.14,0.14,0.14,0.14,0.00,2
105/11/09,277000,27550,0.09,0.10,0.09,0.10,-0.04,4
105/11/10,65000,6050,0.09,0.11,0.09,0.11,+0.01,3
105/11/11,545000,70500,0.10,0.13,0.10,0.13,+0.02,5
105/11/14,0,0,---,---,---,---,---,0
105/11/15,117000,17540,0.14,0.17,0.14,0.17,+0.04,4
105/11/16,20000,3600,0.18,0.18,0.18,0.18,+0.01,1
105/11/17,30000,5100,0.17,0.17,0.17,0.17,-0.01,1
105/11/18,42000,6500,0.16,0.16,0.15,0.15,-0.02,2
