105/08/24,190000,243390,1.31,1.31,1.23,1.28,+0.02,8
105/08/25,298000,395800,1.30,1.37,1.28,1.35,+0.07,9
105/08/26,63000,84500,1.35,1.35,1.30,1.30,-0.05,3
105/08/29,148000,187460,1.28,1.28,1.24,1.24,-0.06,5
105/08/30,193000,281640,1.39,1.48,1.39,1.47,+0.23,18
105/08/31,233000,344170,1.39,1.54,1.39,1.54,+0.07,14
105/09/01,80000,122000,1.50,1.53,1.50,1.53,-0.01,3
105/09/02,40000,68500,1.66,1.74,1.66,1.74,+0.21,5
105/09/05,25000,43050,1.73,1.73,1.72,1.72,-0.02,2
105/09/06,0,0,---,---,---,---,---,0
105/09/07,37000,65420,1.79,1.79,1.76,1.76,+0.02,4
105/09/08,0,0,---,---,---,---,---,0
105/09/09,0,0,---,---,---,---,---,0
105/09/10,0,0,---,---,---,---,---,0
105/09/12,0,0,---,---,---,---,---,0
105/09/13,5000,7600,1.52,1.52,1.52,1.52,+0.02,1
105/09/14,0,0,---,---,---,---,---,0
105/09/19,286000,473260,1.41,1.68,1.41,1.66,+0.36,5
105/09/20,96000,161280,1.68,1.68,1.68,1.68,+0.02,3
105/09/21,210000,357000,1.70,1.70,1.70,1.70,+0.02,1
105/09/22,0,0,---,---,---,---,---,0
105/09/23,20000,37000,1.83,1.87,1.83,1.87,+0.17,2
105/09/26,20000,38000,1.90,1.90,1.90,1.90,+0.03,1
105/09/29,0,0,---,---,---,---,---,0
105/09/30,0,0,---,---,---,---,---,0
105/10/03,37000,75240,2.02,2.04,2.02,2.04,+0.17,3
105/10/04,0,0,---,---,---,---,---,0
105/10/05,0,0,---,---,---,---,---,0
105/10/06,0,0,---,---,---,---,---,0
105/10/07,0,0,---,---,---,---,---,0
105/10/11,0,0,---,---,---,---,---,0
105/10/12,0,0,---,---,---,---,---,0
105/10/13,0,0,---,---,---,---,---,0
105/10/14,0,0,---,---,---,---,---,0
105/10/17,50000,74000,1.39,1.53,1.39,1.53,+0.13,5
105/10/18,50000,77700,1.57,1.59,1.51,1.51,-0.02,3
