105/08/24,10000,6900,0.69,0.69,0.69,0.69,-0.04,1
105/08/25,10000,6800,0.68,0.68,0.68,0.68,-0.01,1
105/08/26,0,0,---,---,---,---,---,0
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,0,0,---,---,---,---,---,0
105/09/01,23000,15150,0.67,0.67,0.65,0.65,0.00,2
105/09/02,0,0,---,---,---,---,---,0
105/09/05,19000,11780,0.62,0.62,0.62,0.62,+0.01,2
105/09/06,0,0,---,---,---,---,---,0
105/09/07,228000,148590,0.63,0.66,0.63,0.65,+0.02,3
105/09/08,238000,156280,0.64,0.66,0.64,0.66,+0.01,2
105/09/09,176000,120330,0.66,0.71,0.65,0.71,+0.05,6
105/09/10,758000,537180,0.68,0.73,0.68,0.71,0.00,16
105/09/12,923000,658540,0.73,0.74,0.68,0.69,-0.02,12
105/09/13,456000,314640,0.70,0.70,0.67,0.67,-0.02,4
105/09/14,198000,124740,0.63,0.63,0.63,0.63,-0.04,1
105/09/19,0,0,---,---,---,---,---,0
105/09/20,215000,144090,0.67,0.68,0.66,0.66,-0.01,5
105/09/21,399000,267460,0.64,0.72,0.64,0.69,+0.03,9
105/09/22,230000,151500,0.67,0.67,0.64,0.64,-0.05,6
105/09/23,362000,241020,0.66,0.68,0.66,0.68,+0.04,4
105/09/26,182000,116480,0.64,0.64,0.64,0.64,-0.04,1
105/09/29,22000,14060,0.64,0.64,0.63,0.63,-0.01,3
105/09/30,115000,66250,0.59,0.59,0.57,0.57,-0.06,5
105/10/03,55000,30800,0.56,0.56,0.56,0.56,-0.01,2
105/10/04,20000,11200,0.56,0.56,0.56,0.56,0.00,1
105/10/05,55000,30150,0.54,0.55,0.54,0.55,-0.01,4
105/10/06,10000,5400,0.54,0.54,0.54,0.54,-0.01,1
105/10/07,0,0,---,---,---,---,---,0
105/10/11,339000,193610,0.59,0.59,0.54,0.55,+0.01,4
105/10/12,199000,101490,0.51,0.51,0.51,0.51,-0.04,1
105/10/13,0,0,---,---,---,---,---,0
105/10/14,120000,58200,0.49,0.49,0.46,0.46,-0.05,2
105/10/17,0,0,---,---,---,---,---,0
105/10/18,0,0,---,---,---,---,---,0
105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,527000,202350,0.38,0.39,0.38,0.38,0.00,6
