105/08/24,0,0,---,---,---,---,---,0
105/08/25,20000,19400,0.97,0.97,0.97,0.97,0.00,1
105/08/26,22000,21380,0.99,0.99,0.97,0.97,0.00,2
105/08/29,0,0,---,---,---,---,---,0
105/08/30,0,0,---,---,---,---,---,0
105/08/31,25000,20000,0.80,0.80,0.80,0.80,-0.05,1
105/09/01,111000,70050,0.63,0.64,0.62,0.62,-0.18,5
105/09/02,819000,410730,0.50,0.54,0.37,0.41,-0.21,24
105/09/05,816000,399320,0.46,0.53,0.46,0.53,+0.12,13
105/09/06,239000,153550,0.65,0.66,0.63,0.64,+0.11,15
105/09/07,93000,59380,0.63,0.65,0.62,0.65,+0.01,7
105/09/08,487000,378880,0.69,0.84,0.69,0.79,+0.14,22
105/09/09,187000,134670,0.71,0.76,0.71,0.76,-0.03,8
105/09/10,151000,101370,0.66,0.69,0.66,0.67,-0.09,10
105/09/12,200000,129490,0.66,0.68,0.62,0.68,+0.01,10
105/09/13,136000,95970,0.73,0.73,0.66,0.69,+0.01,7
105/09/14,65000,43650,0.68,0.68,0.63,0.63,-0.06,5
105/09/19,158000,104280,0.66,0.66,0.66,0.66,+0.03,4
105/09/20,62000,39680,0.64,0.64,0.64,0.64,-0.02,2
105/09/21,22000,13740,0.63,0.63,0.62,0.63,-0.01,3
105/09/22,325000,204950,0.63,0.64,0.61,0.61,-0.02,12
105/09/23,215000,135350,0.60,0.67,0.60,0.62,+0.01,10
105/09/26,60000,35800,0.60,0.60,0.59,0.59,-0.03,2
105/09/29,120000,67200,0.56,0.56,0.56,0.56,-0.03,2
105/09/30,187000,98110,0.53,0.53,0.52,0.52,-0.04,5
105/10/03,266000,112770,0.39,0.45,0.34,0.45,-0.07,11
105/10/04,333000,127000,0.35,0.40,0.35,0.40,-0.05,9
105/10/05,165000,75900,0.46,0.47,0.45,0.45,+0.05,6
105/10/06,75000,29250,0.39,0.39,0.39,0.39,-0.06,2
105/10/07,10000,3400,0.34,0.34,0.34,0.34,-0.05,1
