105/10/03,0,0,---,---,---,---,---,0
105/10/04,241000,263000,1.08,1.10,1.08,1.10,+0.01,2
105/10/05,374000,395220,1.05,1.10,1.03,1.10,0.00,11
105/10/06,193000,214940,1.11,1.12,1.11,1.12,+0.02,2
105/10/07,116000,128510,1.09,1.15,1.09,1.15,+0.03,4
105/10/11,552000,672200,1.17,1.29,1.15,1.29,+0.14,9
105/10/12,822000,942660,1.19,1.19,1.08,1.15,-0.14,16
105/10/13,99000,110660,1.13,1.13,1.11,1.11,-0.04,9
105/10/14,92000,101880,1.11,1.12,1.08,1.08,-0.03,5
105/10/17,244000,233880,1.05,1.05,0.87,0.87,-0.21,12
105/10/18,752000,652280,0.90,0.92,0.83,0.92,+0.05,16
105/10/19,1144000,1028040,0.89,0.94,0.88,0.89,-0.03,17
105/10/20,466000,413100,0.88,0.90,0.87,0.88,-0.01,10
105/10/21,368000,335430,0.88,0.92,0.87,0.92,+0.04,7
105/10/24,250000,228380,0.92,0.92,0.88,0.90,-0.02,7
105/10/25,302000,256870,0.85,0.86,0.85,0.86,-0.04,6
105/10/26,287000,223540,0.81,0.81,0.72,0.76,-0.10,6
105/10/27,40000,31200,0.78,0.78,0.78,0.78,+0.02,3
105/10/28,103000,81370,0.79,0.79,0.79,0.79,+0.01,1
105/10/31,5000,4450,0.89,0.89,0.89,0.89,+0.10,1
105/11/01,310000,266200,0.82,0.86,0.82,0.86,-0.03,2
105/11/02,688000,616150,0.88,0.99,0.86,0.99,+0.13,31
105/11/03,597000,586360,0.99,1.03,0.94,0.97,-0.02,29
105/11/04,170000,164480,0.97,0.99,0.93,0.99,+0.02,9
105/11/07,928000,906360,0.96,1.00,0.95,0.96,-0.03,15
105/11/08,65000,59600,0.96,0.96,0.89,0.89,-0.07,6
105/11/09,648000,591260,0.89,1.01,0.85,1.01,+0.12,16
105/11/10,377000,331830,0.88,0.90,0.86,0.87,-0.14,18
