105/10/06,0,0,---,---,---,---,---,0
105/10/07,74000,129400,1.75,1.75,1.65,1.65,-0.01,2
105/10/11,94000,136580,1.56,1.56,1.07,1.07,-0.58,3
105/10/12,687000,1016130,1.31,1.62,1.31,1.46,+0.39,14
105/10/13,657000,942390,1.33,1.47,1.33,1.47,+0.01,7
105/10/14,92000,138980,1.45,1.61,1.45,1.59,+0.12,7
105/10/17,1430000,3007790,1.84,2.48,1.84,2.43,+0.84,60
105/10/18,1851000,4496130,2.44,2.66,2.08,2.20,-0.23,78
105/10/19,2363000,5189690,2.19,2.38,2.00,2.27,+0.07,69
105/10/20,1870000,4339020,2.21,2.47,2.17,2.29,+0.02,49
105/10/21,594000,1294020,2.26,2.31,2.02,2.02,-0.27,33
105/10/24,516000,1050830,2.04,2.17,1.96,2.09,+0.07,22
105/10/25,1385000,3117450,2.14,2.35,2.07,2.26,+0.17,45
105/10/26,2085000,5363540,2.22,3.02,2.16,2.81,+0.55,117
105/10/27,1850000,4935720,2.79,2.79,2.56,2.60,-0.21,50
105/10/28,575000,1428920,2.48,2.56,2.38,2.41,-0.19,29
105/10/31,367000,761950,2.15,2.24,1.94,2.21,-0.20,33
105/11/01,276000,606910,2.12,2.39,1.99,2.01,-0.20,16
105/11/02,653000,1097590,1.88,2.00,1.42,1.44,-0.57,47
105/11/03,268000,396060,1.42,1.61,1.28,1.47,+0.03,22
105/11/04,199000,296720,1.52,1.58,1.38,1.39,-0.08,19
105/11/07,339000,479060,1.44,1.56,1.30,1.43,+0.04,16
105/11/08,206000,311030,1.42,1.67,1.39,1.65,+0.22,20
105/11/09,383000,548040,1.71,1.75,1.19,1.22,-0.43,51
105/11/10,81000,131650,1.53,1.73,1.53,1.65,+0.43,13
105/11/11,44000,58920,1.35,1.35,1.25,1.25,-0.40,10
105/11/14,15000,13550,0.95,0.95,0.90,0.90,-0.35,5
105/11/15,314000,327930,0.85,1.08,0.85,1.04,+0.14,10
105/11/16,823000,578240,0.87,0.87,0.53,0.54,-0.50,35
105/11/17,506000,293020,0.47,0.63,0.47,0.61,+0.07,19
105/11/18,565000,371270,0.64,0.78,0.57,0.76,+0.15,17
105/11/21,136000,90100,0.66,0.68,0.64,0.66,-0.10,7
105/11/22,1073000,796490,0.66,0.79,0.66,0.74,+0.08,33
105/11/23,1099000,794200,0.73,0.74,0.70,0.70,-0.04,17
105/11/24,319000,217190,0.71,0.72,0.60,0.61,-0.09,9
105/11/25,538000,351730,0.61,0.71,0.61,0.71,+0.10,13
105/11/28,495000,351300,0.69,0.74,0.67,0.67,-0.04,10
105/11/29,179000,115580,0.64,0.66,0.64,0.66,-0.01,4
105/11/30,50000,33000,0.66,0.66,0.66,0.66,0.00,1
105/12/01,213000,125930,0.61,0.63,0.59,0.60,-0.06,5
105/12/02,562000,276370,0.49,0.57,0.47,0.53,-0.07,10
105/12/05,769000,456380,0.53,0.62,0.53,0.60,+0.07,32
105/12/06,548000,297010,0.51,0.56,0.51,0.51,-0.09,12
105/12/07,1000,500,0.50,0.50,0.50,0.50,-0.01,1
105/12/08,831000,530870,0.57,0.76,0.57,0.70,+0.20,27
105/12/09,530000,349170,0.68,0.69,0.62,0.65,-0.05,18
105/12/12,611000,454480,0.71,0.81,0.69,0.77,+0.12,28
105/12/13,567000,399160,0.70,0.73,0.68,0.71,-0.06,19
